actual_e2e_ms,block,client_latency_ms,completed_timestamp,concurrency,condition_id,error,eval_count,excluded,inference_ms,model,node_id,node_state,queue_wait_ms,request_id,response,role,run_order,stage_seconds,status,target_node,timestamp,tokens_per_second,ttft_ms,within_block_order
3719.183,1,3724.558,1788522036.9510584,32,b01-o01-agx-c32,,8,False,194.776,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3524.407,2358ef2a-f960-41b0-b27c-367236b8b0f8,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2265012,279.74,3690.275,1
3902.992,1,3909.31,1788522037.134894,32,b01-o01-agx-c32,,8,False,183.752,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3719.24,f758a925-e1a5-4256-9172-fab3108ce6e8,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.225586,280.633,3874.198,1
3895.557,1,3897.109,1788522037.3090854,32,b01-o01-agx-c32,,8,False,174.319,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3721.238,93cc4b58-6784-42a4-840e-1cd07f6c4cca,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.411978,276.272,3866.432,1
3887.634,1,3888.988,1788522037.4910285,32,b01-o01-agx-c32,,8,False,181.937,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3705.696,ad5a5b81-06fd-4230-a8ba-c6a33e8c7ef0,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.6020412,280.348,3858.891,1
3892.428,1,3893.956,1788522037.6756968,32,b01-o01-agx-c32,,8,False,184.371,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3708.057,244ce57f-48fa-4c14-ac03-934b65eab868,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.7817435,282.117,3863.736,1
3901.121,1,3902.454,1788522037.871644,32,b01-o01-agx-c32,,8,False,195.887,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3705.234,584f67c7-f274-4467-bf68-8271ee718fce,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.9691908,278.232,3871.901,1
3894.561,1,3896.171,1788522038.0480924,32,b01-o01-agx-c32,,8,False,176.257,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3718.304,0fa1d15b-3b56-44da-a6fb-b90757e24756,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.1519225,280.092,3865.624,1
3953.04,1,5004.3,1788522038.2284787,32,b01-o01-agx-c32,,8,False,180.214,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3772.826,b5ef874d-5d4a-4a94-88ee-41394d552a86,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2241807,280.761,3924.153,1
4144.639,1,5194.465,1788522038.4202847,32,b01-o01-agx-c32,,8,False,191.832,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3952.806,b6dad0cb-bc4d-4c96-851c-94fae1a1f139,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2258198,281.799,4116.01,1
4347.271,1,5397.003,1788522038.6237779,32,b01-o01-agx-c32,,8,False,203.426,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,4143.845,a8d44cc8-5a03-4c9b-b64f-5a0b2bba3f1a,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2267756,281.007,4318.385,1
4523.178,1,5575.545,1788522038.8001256,32,b01-o01-agx-c32,,8,False,176.064,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,4347.114,23962760-b798-40b6-b882-b21d58a60294,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.224583,281.245,4494.247,1
4715.829,1,5766.732,1788522038.9930303,32,b01-o01-agx-c32,,8,False,192.832,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,4522.997,80819522-a5a5-40fa-a98b-a1d47fd812e2,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.226299,277.335,4686.501,1
4914.342,1,5964.566,1788522039.191775,32,b01-o01-agx-c32,,8,False,198.715,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,4715.628,49f7a731-4efd-479e-9284-7ae0abcf56dc,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2272112,282.018,4885.629,1
5112.44,1,6166.109,1788522039.3900201,32,b01-o01-agx-c32,,8,False,198.131,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,4914.309,d0c57439-bd0b-4439-b28b-947e6fe3b2e8,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2239127,275.255,5082.865,1
5288.596,1,5293.574,1788522039.5667768,32,b01-o01-agx-c32,,8,False,176.862,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5111.734,76e0c7ab-df5c-4df0-a516-eef078f60efc,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.2732038,280.505,5259.797,1
5473.567,1,5478.278,1788522039.7518067,32,b01-o01-agx-c32,,8,False,185.018,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5288.549,9d60e37e-fbb5-4051-b2d0-af0e88650234,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.2735295,276.52,5444.475,1
5667.03,1,6718.409,1788522039.945397,32,b01-o01-agx-c32,,8,False,193.497,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5473.533,e329f69e-23f0-4c56-8e37-a6dac39f2039,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2269888,281.403,5638.292,1
5785.124,1,5786.771,1788522040.153513,32,b01-o01-agx-c32,,8,False,207.766,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5577.358,db81919f-3f5e-4015-8b6c-9a361352823f,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.366744,281.839,5756.464,1
5855.45,1,7120.981,1788522040.3459377,32,b01-o01-agx-c32,,8,False,192.317,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5663.134,0cd0279c-30da-4542-894d-fc19eb7e35cb,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522033.2249587,281.611,5826.629,1
6006.029,1,6007.603,1788522040.5514102,32,b01-o01-agx-c32,,8,False,205.597,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5800.433,d363906c-b7e1-4372-8be0-3150a0069aa4,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.5438075,277.971,5977.012,1
6013.424,1,6014.933,1788522040.7420833,32,b01-o01-agx-c32,,8,False,190.644,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5822.781,9c91e4f5-23c9-4f39-85eb-6d77ac39fb08,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.7271516,278.125,5984.409,1
6004.23,1,6005.866,1788522040.920381,32,b01-o01-agx-c32,,8,False,177.99,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5826.24,80ddb5ef-cfc7-4c45-9ae9-75cb9b81f09e,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522034.914516,282.227,5975.457,1
6010.834,1,6012.097,1788522041.1148167,32,b01-o01-agx-c32,,8,False,194.503,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5816.331,68244c7b-827d-40fe-b571-958bdc0ceebb,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522035.1027203,281.591,5982.131,1
6010.517,1,6012.222,1788522041.3049347,32,b01-o01-agx-c32,,8,False,189.783,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5820.734,ae7f97ea-e20e-454d-9407-8236930754a8,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522035.2927148,277.98,5981.217,1
6014.517,1,6015.936,1788522041.4815972,32,b01-o01-agx-c32,,8,False,176.866,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5837.65,48f89d38-1df1-4112-af5c-d3a04e317003,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522035.465662,281.591,5985.749,1
6026.45,1,6028.194,1788522041.6702108,32,b01-o01-agx-c32,,8,False,188.22,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5838.23,c6afaf2d-1fe2-4cbc-b4f2-b20a3d49a67f,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522035.6420183,282.187,5997.628,1
6034.321,1,6036.072,1788522041.8640864,32,b01-o01-agx-c32,,8,False,193.855,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5840.466,7cda67d0-e944-4999-90d3-51f95e606613,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522035.8280163,270.179,6004.406,1
6042.676,1,6044.075,1788522042.050709,32,b01-o01-agx-c32,,8,False,186.493,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5856.184,bc7237b4-9cce-4383-bcbc-f83af45689f9,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.0066369,279.73,6013.552,1
6031.426,1,6032.849,1788522042.237013,32,b01-o01-agx-c32,,8,False,186.398,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5845.028,95e13740-f2f2-4eab-9cd0-2c8b83fff68c,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.204164,281.849,6002.739,1
6033.908,1,6035.431,1788522042.4184315,32,b01-o01-agx-c32,,8,False,181.336,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5852.572,2b39b694-2209-4341-890e-3dffba8b253d,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.3830006,281.938,6005.0,1
6050.176,1,6051.879,1788522042.6160965,32,b01-o01-agx-c32,,8,False,197.73,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5852.445,f1fedc34-1887-42c3-a905-ac4d91ebd61d,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.5642183,281.77,6021.417,1
6044.529,1,6045.826,1788522042.802034,32,b01-o01-agx-c32,,8,False,185.743,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5858.786,6f7310dd-9d05-4a9f-8ad6-fa92c7fd096e,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.756209,278.193,6015.481,1
6041.384,1,6043.008,1788522042.9940858,32,b01-o01-agx-c32,,8,False,191.775,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5849.609,34a066b2-e302-464c-8eb6-2b3a89fa3446,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522036.9510798,278.464,6012.184,1
6042.019,1,6043.469,1788522043.1784015,32,b01-o01-agx-c32,,8,False,184.492,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5857.526,25ab1115-6e7f-416b-83c6-8f18559a4783,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522037.134933,242.623,6008.626,1
6092.418,1,6094.183,1788522043.403298,32,b01-o01-agx-c32,,8,False,224.607,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5867.811,28a7f800-24ef-4759-ae79-336bf2a73d1a,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522037.3091166,279.896,6063.482,1
6103.137,1,6104.525,1788522043.5955837,32,b01-o01-agx-c32,,8,False,192.312,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5910.825,a8386684-6313-4051-a91b-0576898aaad6,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522037.4910607,275.359,6073.651,1
6104.031,1,6105.608,1788522043.781334,32,b01-o01-agx-c32,,8,False,185.548,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5918.482,912dec16-811e-43f6-83d4-f9fba96e051c,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522037.675728,278.077,6075.145,1
6089.763,1,6091.348,1788522043.9630125,32,b01-o01-agx-c32,,8,False,181.485,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5908.278,58ae6382-007b-47db-bda9-4a161e1f93c0,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522037.871666,281.799,6060.997,1
6100.9,1,6102.254,1788522044.1503668,32,b01-o01-agx-c32,,8,False,187.322,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5913.578,a4dcf96e-f6b3-4856-b3e9-f912db6f1538,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.0481138,281.393,6071.877,1
6099.887,1,6101.328,1788522044.3298352,32,b01-o01-agx-c32,,8,False,179.333,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5920.554,1a79789b-9a3e-4668-84f6-36a39baba0ef,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.2285094,281.909,6071.028,1
6098.85,1,6100.265,1788522044.520568,32,b01-o01-agx-c32,,8,False,190.615,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5908.235,5d87def2-3956-450f-b8fb-e08c232d19ed,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.4203055,281.611,6070.069,1
6092.253,1,6093.698,1788522044.7174952,32,b01-o01-agx-c32,,8,False,196.816,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5895.437,d69a5090-0566-494c-9b5d-c86b041e7133,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.6237988,274.942,6062.724,1
6134.562,1,6136.246,1788522044.9364014,32,b01-o01-agx-c32,,8,False,218.868,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5915.694,a451d8f3-29f0-47c3-9500-1ff0960936bf,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.800157,281.819,6105.713,1
6125.171,1,6126.555,1788522045.1196105,32,b01-o01-agx-c32,,8,False,183.367,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5941.804,3c303c49-d288-4233-83c2-72611e098d41,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522038.9930558,279.867,6096.424,1
6126.634,1,6128.205,1788522045.32001,32,b01-o01-agx-c32,,8,False,200.13,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5926.504,779e5898-ea54-4c54-91ef-38eaa7b7dd52,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522039.1918054,277.441,6097.616,1
6148.436,1,6149.782,1788522045.5398302,32,b01-o01-agx-c32,,8,False,219.703,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5928.734,570b9cec-8c3b-4388-82c6-f4b012adaa38,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522039.3900497,280.899,6119.781,1
6146.91,1,6148.278,1788522045.715075,32,b01-o01-agx-c32,,8,False,175.19,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5971.721,08f28ba5-5dbf-4373-931f-31108451027d,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522039.566799,281.363,6118.209,1
6158.625,1,6160.092,1788522045.911917,32,b01-o01-agx-c32,,8,False,196.761,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5961.864,aa93e3e0-dfa6-4906-98d9-bf3a9dbb9fbd,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522039.7518277,281.294,6129.953,1
6145.549,1,6146.951,1788522046.0923674,32,b01-o01-agx-c32,,8,False,180.245,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5965.304,ad0ef2e5-4ed3-4607-841d-c1ad7150a374,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522039.9454186,278.998,6116.295,1
6120.208,1,6121.863,1788522046.2754045,32,b01-o01-agx-c32,,8,False,182.996,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5937.212,a9180c10-7e25-4d62-8778-9a7b72bd6e99,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522040.1535437,280.564,6091.264,1
6112.624,1,6114.322,1788522046.460289,32,b01-o01-agx-c32,,8,False,184.796,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5927.829,cc8133b4-d35d-4dad-84ab-90a3004aac13,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522040.3459692,281.175,6083.901,1
6092.004,1,6093.443,1788522046.6448736,32,b01-o01-agx-c32,,8,False,184.525,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5907.479,a13d6c15-4c8a-4b94-a114-9f918e5a5cde,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522040.5514321,277.075,6062.898,1
6082.785,1,6084.147,1788522046.826248,32,b01-o01-agx-c32,,8,False,181.154,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5901.631,142ff2a5-27ee-4621-a25e-a3c9d8517b5d,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522040.742103,280.712,6053.776,1
6097.684,1,6099.189,1788522047.01959,32,b01-o01-agx-c32,,8,False,193.441,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5904.243,69fa545b-d2e1-41be-be63-2d56189a5b99,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522040.920403,281.254,6068.879,1
6087.092,1,6088.506,1788522047.2033432,32,b01-o01-agx-c32,,8,False,183.805,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5903.287,daa201a3-3309-4e42-90cd-595f765309a4,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522041.1148381,279.847,6058.222,1
6095.584,1,6097.245,1788522047.4022093,32,b01-o01-agx-c32,,8,False,198.603,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5896.982,8916dc3e-5945-4bd0-b820-253bce303e93,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522041.3049662,277.364,6066.362,1
6108.972,1,6110.225,1788522047.591842,32,b01-o01-agx-c32,,8,False,189.661,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5919.31,9c3db974-61c3-4b58-bd31-e74cba82e04c,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522041.481618,282.117,6080.387,1
6096.208,1,6097.771,1788522047.768011,32,b01-o01-agx-c32,,8,False,176.115,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5920.093,d2c6692f-e479-4295-b97b-f56d0bd1ee24,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522041.6702418,280.859,6067.307,1
6101.69,1,6103.148,1788522047.9672663,32,b01-o01-agx-c32,,8,False,199.237,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5902.452,bf3e7bc9-466a-4ef6-8352-30da7e3c2f25,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522041.864119,276.74,6072.49,1
6103.135,1,6104.828,1788522048.155567,32,b01-o01-agx-c32,,8,False,187.973,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5915.162,9e466593-31f0-4665-a962-39462c61b2f8,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.0507407,281.532,6074.224,1
6097.992,1,6099.276,1788522048.3363087,32,b01-o01-agx-c32,,8,False,180.683,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5917.309,d7d9ac2a-ca56-4956-b8f4-0b822bacb7ac,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.2370334,282.277,6069.297,1
6109.64,1,6110.873,1788522048.5293245,32,b01-o01-agx-c32,,8,False,193.024,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5916.616,ecebcd88-b155-4df6-8fde-50a124452082,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.4184527,280.092,6080.854,1
6110.096,1,6111.254,1788522048.727372,32,b01-o01-agx-c32,,8,False,198.041,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5912.055,de89e03a-cf70-456e-a9fe-5bfaff2b599a,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.6161191,282.038,6081.442,1
6122.097,1,6123.571,1788522048.925625,32,b01-o01-agx-c32,,8,False,198.09,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5924.007,dec1f01a-f894-4f95-91e3-3d9348d22c9e,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.8020546,279.067,6093.236,1
6103.748,1,6105.199,1788522049.0993147,32,b01-o01-agx-c32,,8,False,173.548,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5930.2,cd1c8f85-74b1-46b7-afaa-5cad6b5a85b0,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522042.9941165,282.187,6075.094,1
6097.981,1,6099.518,1788522049.2779398,32,b01-o01-agx-c32,,8,False,178.381,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,5919.599,c27ed2b1-549e-480c-9e5b-1e7152d2f0ef,Edge computing reduces latency by processing data closer,agx,1,30.0,ok,agx,1788522043.1784241,282.686,6069.356,1
