actual_e2e_ms,block,client_latency_ms,completed_timestamp,concurrency,condition_id,eval_count,excluded,inference_ms,model,node_id,node_state,queue_wait_ms,request_id,response,role,run_order,stage_seconds,status,target_node,timestamp,tokens_per_second,ttft_ms,within_block_order
332.284,1,334.627,1788523486.6262527,16,b01-o01-spark-c16,8,False,22.204,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,310.08,85a7d0b9-8a41-4d55-ba71-08919520fbeb,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.2916303,509.359,315.607,1
332.46,1,335.068,1788523486.6475708,16,b01-o01-spark-c16,8,False,21.624,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,310.835,c7e8b299-3a1b-417d-8904-b562da364565,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.312503,497.698,315.843,1
332.798,1,334.81,1788523486.667482,16,b01-o01-spark-c16,8,False,19.958,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.84,9b3daa2a-e9f3-44af-9bb6-0203ac0482f7,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.3326733,534.581,317.38,1
331.568,1,333.979,1788523486.6897657,16,b01-o01-spark-c16,8,False,22.029,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,309.54,316e05c9-b357-4a70-8601-6a179b2a87e7,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.3557887,479.875,314.336,1
332.253,1,333.619,1788523486.7091076,16,b01-o01-spark-c16,8,False,19.52,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.733,1072e9e6-3490-473b-962e-198c1f2a0422,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.375489,527.252,316.863,1
333.108,1,335.787,1788523486.731249,16,b01-o01-spark-c16,8,False,21.302,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,311.806,45cf2304-6157-4991-8e63-07902d95cf5a,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.3954668,500.563,316.649,1
332.905,1,335.595,1788523486.7519898,16,b01-o01-spark-c16,8,False,21.346,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,311.559,3a48fc4e-6bd1-456d-b47c-838f4ce9d439,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.4163945,515.796,316.848,1
335.397,1,337.151,1788523486.773305,16,b01-o01-spark-c16,8,False,20.897,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,314.5,90cfd83b-593c-4fc7-a861-c823799ff49d,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.4361572,511.019,319.215,1
334.117,1,336.234,1788523486.7937486,16,b01-o01-spark-c16,8,False,20.393,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,313.724,da708f6b-8423-4fff-9516-562f207acbc6,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.4575176,525.279,318.964,1
332.817,1,335.294,1788523486.814702,16,b01-o01-spark-c16,8,False,20.7,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.116,79f89430-18f5-4d8f-aad0-b75e10388cd6,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.4794123,522.603,317.232,1
332.094,1,334.585,1788523486.8354993,16,b01-o01-spark-c16,8,False,20.643,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,311.452,8cbde60b-f702-45e8-a9ca-bb12f798a4ff,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.5009174,509.976,315.541,1
333.368,1,335.167,1788523486.8564892,16,b01-o01-spark-c16,8,False,21.333,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.035,10e71566-a2e9-418e-ad2a-560e028e0618,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.521324,494.652,316.742,1
333.985,1,336.986,1788523486.8789194,16,b01-o01-spark-c16,8,False,21.584,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.401,275bc498-a419-433d-b17b-44f0d5066c7a,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.5419583,484.467,317.145,1
335.429,1,337.725,1788523486.899606,16,b01-o01-spark-c16,8,False,20.616,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,314.813,0c4ad47a-a6fe-4789-aea3-cfd6e4bfb357,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.5618854,515.331,319.053,1
335.86,1,338.188,1788523486.9214072,16,b01-o01-spark-c16,8,False,21.665,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,314.195,da425eb2-4d26-445d-a97d-f6e160709ec7,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.5832224,477.726,319.194,1
335.976,1,338.375,1788523486.9424002,16,b01-o01-spark-c16,8,False,21.257,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,314.719,12c2f979-16f4-46b4-b0b2-3141ab596d33,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.6040266,523.492,319.66,1
333.534,1,335.606,1788523486.9619515,16,b01-o01-spark-c16,8,False,19.332,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,314.202,e7988a15-b0b4-4047-9e70-fdc5a8f1e08d,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.6263478,545.479,318.143,1
332.033,1,333.843,1788523486.9814305,16,b01-o01-spark-c16,8,False,19.315,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.718,40357fa6-6f91-4661-872d-2747931fb131,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.64759,543.959,316.589,1
332.652,1,334.784,1788523487.0022998,16,b01-o01-spark-c16,8,False,20.582,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,312.07,542ff175-2baf-4c70-9f2f-ce605c3dfa65,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.6675186,542.925,317.641,1
330.804,1,332.404,1788523487.0222187,16,b01-o01-spark-c16,8,False,20.416,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,310.388,dfc3dbd8-377e-425f-a5fc-287bfe02ddd1,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.689815,542.079,315.373,1
331.989,1,333.357,1788523487.0424843,16,b01-o01-spark-c16,8,False,20.011,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,311.978,6e6f7761-1ffd-445f-9a5b-5bfdb6855dd2,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.7091284,546.299,316.846,1
328.896,1,330.916,1788523487.0622647,16,b01-o01-spark-c16,8,False,19.675,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,309.221,e679fc5f-ec63-4c19-9b4c-a0c951a98444,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.7313497,546.373,313.976,1
329.551,1,331.286,1788523487.0832956,16,b01-o01-spark-c16,8,False,20.972,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,308.579,452be04b-2c72-4261-a1e8-3e8a36d907f2,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.752011,541.455,313.501,1
327.67,1,329.816,1788523487.103195,16,b01-o01-spark-c16,8,False,19.204,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,308.466,640ae00f-cea9-4edb-b256-e6412a16cb52,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.773382,540.541,312.143,1
326.802,1,328.787,1788523487.1226015,16,b01-o01-spark-c16,8,False,19.381,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,307.422,767e9065-2871-411e-8f2c-589c4e95851e,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.7938173,546.411,311.787,1
325.375,1,327.289,1788523487.1420808,16,b01-o01-spark-c16,8,False,19.575,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,305.8,6578a916-9aad-426d-bb4a-d7702c349f84,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.8147936,542.189,310.082,1
323.366,1,325.645,1788523487.1612346,16,b01-o01-spark-c16,8,False,19.065,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,304.301,4e0b04cb-8dca-4941-a00d-34d0342b5a86,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.835591,544.181,308.205,1
322.813,1,325.271,1788523487.1817977,16,b01-o01-spark-c16,8,False,19.549,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,303.265,911f360b-bbfd-4784-93bc-8d5491904421,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.8565311,541.199,307.511,1
319.701,1,322.133,1788523487.201169,16,b01-o01-spark-c16,8,False,19.275,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,300.426,d6cb0aa8-5847-42fc-9c18-b72123c6b281,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.8790379,546.597,304.355,1
318.902,1,322.038,1788523487.2217376,16,b01-o01-spark-c16,8,False,20.382,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.52,18d236e3-a0b6-47d6-b7b0-2f1d3bf51aa8,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.8997037,540.723,303.868,1
316.931,1,319.253,1788523487.2407372,16,b01-o01-spark-c16,8,False,19.411,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,297.52,fd1d6b6b-fd14-4b0b-b416-206614a0f329,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.9214869,545.554,301.575,1
316.251,1,318.084,1788523487.2605233,16,b01-o01-spark-c16,8,False,19.7,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.55,06a707b2-77e8-4fa8-bcfc-10f22ce6cf73,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.9424405,538.068,300.751,1
316.777,1,318.771,1788523487.2807753,16,b01-o01-spark-c16,8,False,19.717,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,297.06,813646f6-6811-4225-b52a-6ae6affb3f1b,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.9620082,538.539,301.67,1
316.718,1,319.081,1788523487.3005784,16,b01-o01-spark-c16,8,False,19.644,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,297.074,0af10ce3-055b-4df2-acd7-7b8109f233b2,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523486.9815,546.672,301.468,1
315.234,1,318.347,1788523487.3207185,16,b01-o01-spark-c16,8,False,20.204,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,295.03,1198f42c-83f2-4c78-9b11-c95e1955649c,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.002374,538.684,299.824,1
316.398,1,318.523,1788523487.3407686,16,b01-o01-spark-c16,8,False,20.009,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.388,73a940e6-607d-4cf4-967d-c61815de5bdd,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.0222485,544.07,301.293,1
316.171,1,318.394,1788523487.360901,16,b01-o01-spark-c16,8,False,19.946,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.225,f12bfafa-25b2-4c31-9f78-538d1004a419,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.0425105,539.702,300.831,1
316.136,1,318.878,1788523487.3811736,16,b01-o01-spark-c16,8,False,19.906,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.229,79f6486e-c614-417b-a558-9af74085f43e,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.0622993,539.811,300.955,1
315.732,1,317.921,1788523487.401244,16,b01-o01-spark-c16,8,False,19.99,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,295.742,9a971a91-9ed7-4e88-b353-864405cb76d2,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.083327,543.996,300.51,1
314.918,1,317.138,1788523487.4204001,16,b01-o01-spark-c16,8,False,19.317,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,295.601,4629b90f-e221-458c-af13-ce9c409ae3a7,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.103265,544.329,299.928,1
316.258,1,318.441,1788523487.4411068,16,b01-o01-spark-c16,8,False,20.454,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,295.804,b4904bb2-88c8-4431-aeac-bde1b84ab7df,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.1226685,544.848,301.206,1
317.862,1,319.787,1788523487.461894,16,b01-o01-spark-c16,8,False,20.714,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,297.148,0b271727-c9d8-42ea-a2a4-3237db3e7c44,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.142111,546.373,302.418,1
319.074,1,321.082,1788523487.4823475,16,b01-o01-spark-c16,8,False,20.295,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.779,134dc127-ea3a-400e-a599-c7536ec34b8d,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.1612685,540.066,303.598,1
317.009,1,319.588,1788523487.5014777,16,b01-o01-spark-c16,8,False,19.019,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,297.991,0b7fcc9d-8278-44cc-b6c6-b13c30ad40ca,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.1818922,543.183,302.213,1
318.092,1,320.155,1788523487.5214012,16,b01-o01-spark-c16,8,False,19.849,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.242,a0f6e7f2-759d-4033-afa1-2102c3f8e423,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.201249,545.405,302.861,1
316.798,1,319.826,1788523487.541649,16,b01-o01-spark-c16,8,False,20.14,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.657,c77af7cc-b779-4e46-8d2f-7a425bb97e82,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.2218266,544.181,301.571,1
318.9,1,320.981,1788523487.561773,16,b01-o01-spark-c16,8,False,20.061,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.839,3159b50e-c919-4b1f-887a-2f577521e834,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.240795,546.822,304.007,1
318.981,1,321.246,1788523487.5818062,16,b01-o01-spark-c16,8,False,19.72,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.261,120caafa-79b0-432a-b567-28d88934056d,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.2605631,542.483,304.039,1
319.598,1,321.873,1788523487.6027381,16,b01-o01-spark-c16,8,False,20.698,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.9,62ed0e68-41f3-4687-a141-c09392c21779,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.2808695,546.224,303.899,1
319.745,1,321.769,1788523487.622422,16,b01-o01-spark-c16,8,False,19.7,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,300.045,f9364384-8251-4b30-b403-6a10999311ba,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.3006556,543.848,304.994,1
318.741,1,321.47,1788523487.642256,16,b01-o01-spark-c16,8,False,19.763,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.978,612f3ede-9650-403f-ac7c-5bf30c48b263,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.3207884,545.479,303.297,1
318.878,1,321.211,1788523487.6620328,16,b01-o01-spark-c16,8,False,19.649,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.229,7a87a306-d1f5-4a8f-9dbc-9bcd65db8f29,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.3408244,546.112,303.701,1
318.386,1,320.356,1788523487.6813638,16,b01-o01-spark-c16,8,False,19.277,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.109,a9ae30c9-8c80-47f3-9bb3-0ffc6ebd7b9c,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.3610103,544.551,303.157,1
320.652,1,322.29,1788523487.7035525,16,b01-o01-spark-c16,8,False,22.351,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.301,e7438399-09f4-4501-adb3-58662001b86b,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.381263,519.886,304.732,1
320.048,1,322.268,1788523487.7235956,16,b01-o01-spark-c16,8,False,19.628,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,300.42,1bbfd77e-4751-4e47-9437-ee41fafb6029,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.4013307,544.292,305.267,1
320.56,1,322.942,1788523487.7434149,16,b01-o01-spark-c16,8,False,19.75,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,300.81,c73bb8ab-81f5-4061-9112-b3b3f53c1e36,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.4204752,545.145,304.883,1
319.776,1,322.401,1788523487.763575,16,b01-o01-spark-c16,8,False,20.195,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.581,def43564-707c-4d6b-af46-7d6c7a4af2a9,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.4411771,545.405,304.434,1
318.684,1,320.959,1788523487.7829566,16,b01-o01-spark-c16,8,False,19.358,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.326,25c9fe5e-758f-47f3-b49c-a06868eb3dde,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.4620008,543.7,303.705,1
317.898,1,320.616,1788523487.8030374,16,b01-o01-spark-c16,8,False,19.701,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.197,a7e2f588-d9b3-4f4f-b35a-6fdd9f218195,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.4824238,544.107,302.401,1
317.758,1,320.209,1788523487.8217626,16,b01-o01-spark-c16,8,False,18.935,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.823,364dda6f-f63b-4984-9a6d-74954a1de430,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.5015569,546.038,302.497,1
318.584,1,321.025,1788523487.8425345,16,b01-o01-spark-c16,8,False,20.362,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.222,43edb91a-09f7-4b9a-b012-ae749215730e,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.5215125,542.704,303.447,1
319.031,1,321.493,1788523487.8632216,16,b01-o01-spark-c16,8,False,20.765,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.266,ea0f3414-ee66-468e-8851-14d36a525c0c,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.5417314,496.524,302.593,1
319.104,1,321.269,1788523487.8831165,16,b01-o01-spark-c16,8,False,19.867,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,299.237,30bc83bd-7630-4be3-a3ff-f20c5ba162f3,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.5618489,537.924,304.04,1
317.011,1,319.717,1788523487.9015996,16,b01-o01-spark-c16,8,False,18.468,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,298.543,e6f844c5-4dee-4622-9485-9405cf96ff16,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.5818837,544.736,302.108,1
316.457,1,318.214,1788523487.9210448,16,b01-o01-spark-c16,8,False,19.483,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.974,00637fc4-6e8a-4280-9bf4-f94a020411ab,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.602831,541.235,300.688,1
316.236,1,318.162,1788523487.9406652,16,b01-o01-spark-c16,8,False,19.55,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.686,10d81e33-76fa-4183-9816-cf2072d9fb14,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.6225035,542.079,301.032,1
315.778,1,317.32,1788523487.959645,16,b01-o01-spark-c16,8,False,18.785,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,296.993,5560a24c-f44b-4521-bce8-4f89e50445d9,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.6423259,545.108,300.666,1
314.853,1,317.142,1788523487.9792495,16,b01-o01-spark-c16,8,False,19.212,llama3.2:1b,etri-ser0002-cgnmsb,ACTIVE,295.641,dd944381-0c6f-4775-9722-ed916ffc1a2a,Edge computing reduces latency by processing data closer,spark,1,18.0,ok,spark,1788523487.6621096,545.219,299.824,1
