scenario,concurrency,request_id,timestamp,completed_timestamp,selected_node,physical_node,selection_reason,queue_length,active_requests,cpu_utilization_percent,gpu_utilization_percent,gpu_memory_utilization_percent,ram_utilization_percent,temperature_celsius,ttft_ms,tokens_per_second,rtt_ms,predicted_e2e_ms,actual_e2e_ms,worker_actual_e2e_ms,status,error
dynamic,8,6739ab25-1125-43c4-8cb2-c433be39306e,1788350322.7416658,1788350324.2984703,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,36.611,0.0,11.049,18.786,69.0,1379.796,45.533,3.177,1647.113,1556.804,1555.439,ok,
dynamic,8,9ef83848-05ed-49a3-ba5b-e2a6e2dac259,1788350322.9435732,1788350324.4942968,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,36.73,0.0,11.049,18.785,69.0,1380.358,47.389,3.089,1637.961,1550.723,1549.512,ok,
dynamic,16,6677bb62-3cef-4ac7-9a71-59925d967c2e,1788350328.592052,1788350328.825971,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,6.426,0.0,11.049,18.778,35.0,51.233,45.154,12.613,212.656,233.918,228.613,ok,
dynamic,16,1d8eca18-f6b1-4f36-8472-b7e72bb77f7e,1788350328.5970714,1788350329.033199,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,0.0,0.0,11.049,18.778,35.0,253.73,44.585,12.531,212.574,436.127,433.472,ok,
dynamic,16,64939f9e-e0fc-4809-ba24-01f38a37d3bf,1788350328.690583,1788350329.2411175,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,15.789,0.0,11.049,18.778,35.0,369.284,44.43,11.545,211.588,550.534,549.443,ok,
dynamic,16,c87bad94-aaca-4c59-8983-548e93f27114,1788350328.705449,1788350329.4470224,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,1,1,8.197,0.0,11.049,18.778,35.0,561.182,44.834,7.817,607.946,741.572,740.227,ok,
dynamic,16,2339e9e0-4892-42e8-b834-4c9b8b0ae2e5,1788350328.7124538,1788350329.6475267,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,1,1,41.232,0.0,11.049,18.778,48.0,760.006,46.21,3.205,603.334,935.072,933.727,ok,
dynamic,16,b3bf874d-43ef-46fb-8018-ceb97dc43dd9,1788350328.7144468,1788350329.8550546,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,2,1,41.667,0.0,11.049,18.778,49.0,960.578,44.812,2.47,802.642,1140.607,1139.524,ok,
dynamic,16,98841932-f33a-4705-ae0e-d2d1e269b579,1788350328.8059661,1788350330.0585387,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,50.0,0.0,11.049,18.778,54.0,1075.24,45.603,5.418,1405.719,1252.572,1251.165,ok,
dynamic,16,1727ade1-2e9e-496b-a7f7-e99a12eaf7f7,1788350328.811287,1788350330.2638278,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,39.0,0.0,11.049,18.778,54.0,1275.477,45.671,7.043,1407.344,1452.54,1451.012,ok,
dynamic,16,3630dfd0-7878-4fc5-9409-8918027306bc,1788350328.8122694,1788350330.4661899,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,,0.0,11.049,18.778,54.0,1478.503,45.942,5.841,1406.142,1653.919,1652.93,ok,
dynamic,16,9d3821ed-5472-403e-8f7a-386224ec94fd,1788350328.8116422,1788350330.6682525,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,0.0,0.0,11.049,18.778,54.0,1680.212,45.955,7.114,1407.415,1856.61,1854.864,ok,
dynamic,16,5fcd937e-f59e-4177-b543-0d07aab4e4a2,1788350328.8139083,1788350330.8715727,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,50.0,0.0,11.049,18.778,55.0,1881.495,45.807,7.111,1407.412,2057.664,2056.491,ok,
dynamic,16,b6aa3f9f-f8d1-4004-b2b7-655459453ffe,1788350330.7183087,1788350330.9292052,spark,etri-ser0002-cgnmsb,offload:agx->spark:predicted_improvement=0.935,0,0,1.677,0.0,1.806,29.29,40.05,34.269,46.03,4.619,211.964,210.896,208.854,ok,
dynamic,16,d1225ddd-3889-448e-9ffb-0c86afbf70f4,1788350328.8143945,1788350331.0746746,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,0.0,0.0,11.049,18.778,55.0,2085.13,46.054,4.36,1404.661,2260.28,2259.278,ok,
dynamic,16,338969e3-ffc8-4bea-ace0-55dd2fbb456d,1788350330.911659,1788350331.1330929,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,0,1,17.872,0.0,1.806,29.29,52.0,46.592,46.091,2.235,416.925,221.433,220.359,ok,
dynamic,16,d5f3a7d4-cf1c-4829-8c36-bd3a2de6d8dc,1788350328.8151681,1788350331.2862625,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,58.333,0.0,11.049,18.778,55.0,2289.961,44.487,5.009,1405.31,2471.094,2470.04,ok,
dynamic,16,91e84128-8b5f-41e7-9a38-434a55892103,1788350330.971543,1788350331.333794,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,0,1,18.382,0.0,1.806,29.29,52.05,187.938,46.51,5.61,421.052,362.25,360.96,ok,
dynamic,16,76cdc7f1-b816-4db0-8322-f25dd6a26e07,1788350329.0045083,1788350331.4962785,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,11,1,43.202,0.0,11.049,18.779,71.0,2309.004,44.245,4.029,2697.382,2491.77,2490.206,ok,
dynamic,16,af39a503-e9b4-448d-9e47-868f8623b7dd,1788350331.1307938,1788350331.5380802,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,1,1,18.011,0.0,1.806,29.29,52.05,230.591,46.138,5.72,628.883,407.286,405.738,ok,
dynamic,16,c31211a7-ae03-48a0-9a27-05a1d0fbecba,1788350329.0059967,1788350331.6944609,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,11,1,50.0,0.0,11.049,18.779,70.0,2515.524,46.76,4.16,2697.513,2688.464,2687.002,ok,
dynamic,16,a0477245-5a7a-41f4-be03-b039e4e1fc51,1788350331.174025,1788350331.7492726,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,1,1,18.487,0.0,1.806,29.29,52.05,395.896,45.823,3.041,623.546,575.246,573.025,ok,
dynamic,16,a0603227-e304-45cb-a423-90298bd0ca56,1788350329.0075676,1788350331.8964734,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,11,1,66.667,0.0,11.049,18.779,70.0,2713.999,46.025,4.624,2697.977,2888.905,2887.962,ok,
dynamic,16,30c19c90-22b9-4784-84b9-ce281b38504b,1788350331.3357608,1788350331.9559295,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,2,1,17.914,0.0,1.806,29.29,53.05,444.455,45.937,5.275,832.615,620.167,618.864,ok,
dynamic,16,e4272f40-0889-4385-92f0-d8717150b0ea,1788350329.0093668,1788350332.0985973,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,11,1,57.895,0.0,11.049,18.779,71.0,2912.933,45.751,3.022,2696.375,3089.23,3088.089,ok,
dynamic,16,efb6bb22-1a95-4598-8350-18654ebe31c5,1788350331.382355,1788350332.163059,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,2,1,19.091,0.0,1.806,29.29,54.0,601.946,45.816,5.196,826.16,780.703,779.181,ok,
dynamic,16,54e20679-70d6-49bf-bce7-51c14d8572c3,1788350329.109687,1788350332.2999392,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,45.833,0.0,11.049,18.78,64.0,3016.252,46.353,3.675,3317.707,3190.251,3188.998,ok,
dynamic,16,48c274c7-69d1-481c-92cc-3012e421c8c1,1788350329.2864544,1788350332.496358,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,40.476,0.0,11.049,18.782,64.0,3039.071,47.305,2.909,3319.629,3209.903,3208.498,ok,
dynamic,16,780eee69-1e3e-41b7-8e38-fc689e8083d9,1788350329.4874532,1788350332.6935897,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,37.12,0.0,11.049,18.79,65.0,3034.773,47.117,3.005,3313.805,3206.136,3204.827,ok,
dynamic,16,78070378-d712-4833-b102-c6db8e4a6167,1788350329.7015853,1788350332.889669,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,37.053,0.0,11.049,18.799,66.0,3017.392,47.319,3.138,3287.842,3188.083,3186.743,ok,
dynamic,16,3ef48815-a043-426a-91f6-cf8ea12c5a6b,1788350329.9017968,1788350333.0904045,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,43.838,0.0,11.049,18.805,68.0,3013.893,46.234,3.218,3296.482,3188.607,3187.171,ok,
dynamic,16,9d32c699-4dfb-4df2-a59b-6fdebb3d1dac,1788350330.1141973,1788350333.2924466,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,39.184,0.0,11.049,18.817,69.0,3003.61,46.181,3.578,3287.226,3178.249,3177.044,ok,
dynamic,16,985104c2-259b-4440-919a-ea164660a9e2,1788350330.309746,1788350333.4884734,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,39.916,0.0,11.049,18.83,71.0,3007.929,47.306,3.01,3286.274,3178.727,3177.338,ok,
dynamic,16,57bcd087-7ec5-4642-9ad4-aaefc500aedc,1788350330.5186346,1788350333.687592,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,37.652,0.0,11.049,18.833,76.0,2995.501,46.508,3.372,3274.972,3168.957,3167.796,ok,
