actual_node,completed_timestamp,dispatched_timestamp,identity_verified,latency_ms,model_digest,phase,ready_observed_at,request_id,response,scheduled_offset,selected_node,status,timestamp,tokens_per_second,ttft_ms
etri-dev0001-jetorn,1788764857.2789073,1788764854.6685479,True,2618.6442375183105,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.3533561,1763e50ff634-30,Edge computing reduces latency by processing data closer,11.666666666666666,nano,ok,1788764854.6602633,49.642,2442.601568786621
etri-dev0001-jetorn,1788764857.4954154,1788764854.7445593,True,2751.819372177124,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.3533561,1763e50ff634-31,Edge computing reduces latency by processing data closer,11.75,nano,ok,1788764854.7435966,49.858,2562.324734222412
etri-dev0001-jetorn,1788764857.6751463,1788764854.8388326,True,2848.217487335205,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.3533561,1763e50ff634-32,Edge computing reduces latency by processing data closer,11.833333333333334,nano,ok,1788764854.8269298,49.654,2677.8248091430664
etri-dev0001-jetorn,1788764857.8712547,1788764854.9143991,True,2960.9925746917725,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.8744032,1763e50ff634-33,Edge computing reduces latency by processing data closer,11.916666666666666,nano,ok,1788764854.9102633,49.5,2788.7538470916747
etri-dev0001-jetorn,1788764858.0671039,1788764855.0150585,True,3073.50754737854,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.8744032,1763e50ff634-34,Edge computing reduces latency by processing data closer,12.0,nano,ok,1788764854.9935966,49.515,2902.0359636535645
etri-dev0001-jetorn,1788764858.264738,1788764855.1154313,True,3187.8089904785156,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.8744032,1763e50ff634-35,Edge computing reduces latency by processing data closer,12.083333333333334,nano,ok,1788764855.0769298,49.692,3021.021501083374
etri-dev0001-jetorn,1788764858.4621913,1788764855.3286648,True,3301.9285202026367,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764854.8744032,1763e50ff634-36,Edge computing reduces latency by processing data closer,12.166666666666666,nano,ok,1788764855.1602633,49.695,3130.0884797210692
etri-dev0001-jetorn,1788764858.6583734,1788764855.5212045,True,3414.7772789001465,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764855.4030228,1763e50ff634-37,Edge computing reduces latency by processing data closer,12.25,nano,ok,1788764855.2435966,49.483,3243.3059177856444
etri-dev0001-jetorn,1788764858.8550575,1788764855.722295,True,3528.1286239624023,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764855.4030228,1763e50ff634-38,Edge computing reduces latency by processing data closer,12.333333333333334,nano,ok,1788764855.3269298,49.773,3358.0262381896973
etri-dev0001-jetorn,1788764859.0510347,1788764855.9012551,True,3640.772581100464,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764855.4030228,1763e50ff634-39,Edge computing reduces latency by processing data closer,12.416666666666666,nano,ok,1788764855.4102633,49.749,3455.0158308258056
etri-dev0001-jetorn,1788764859.2478697,1788764856.0990193,True,3754.2731761932373,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764855.935254,1763e50ff634-40,Edge computing reduces latency by processing data closer,12.5,nano,ok,1788764855.4935966,49.362,3581.4087352142333
etri-dev0001-jetorn,1788764859.4478555,1788764856.300506,True,3870.92661857605,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764855.935254,1763e50ff634-41,Edge computing reduces latency by processing data closer,12.583333333333334,nano,ok,1788764855.5769298,49.301,3689.552307296753
etri-dev0001-jetorn,1788764859.671809,1788764856.5167336,True,4011.5456581115723,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.4563906,1763e50ff634-42,Edge computing reduces latency by processing data closer,12.666666666666666,nano,ok,1788764855.6602633,49.291,3813.346346450806
etri-dev0001-jetorn,1788764859.8431263,1788764856.6930425,True,4099.530458450317,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.4563906,1763e50ff634-43,Edge computing reduces latency by processing data closer,12.75,nano,ok,1788764855.7435966,49.544,3930.0009629058836
etri-dev0001-jetorn,1788764860.0529504,1788764856.8914123,True,4226.020574569702,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.4563906,1763e50ff634-44,Edge computing reduces latency by processing data closer,12.833333333333334,nano,ok,1788764855.8269298,49.657,4041.8124504852294
etri-dev0001-jetorn,1788764860.2375505,1788764857.0926836,True,4327.2881507873535,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.987651,1763e50ff634-45,Edge computing reduces latency by processing data closer,12.916666666666666,nano,ok,1788764855.9102633,49.411,4155.744253753663
etri-dev0001-jetorn,1788764860.4347217,1788764857.2936592,True,4441.126108169556,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.987651,1763e50ff634-46,Edge computing reduces latency by processing data closer,13.0,nano,ok,1788764855.9935966,49.368,4267.305656402588
etri-dev0001-jetorn,1788764860.6345332,1788764857.507857,True,4557.60383605957,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764856.987651,1763e50ff634-47,Edge computing reduces latency by processing data closer,13.083333333333334,nano,ok,1788764856.0769298,49.001,4379.2632766113275
etri-dev0001-jetorn,1788764860.8311558,1788764857.6840842,True,4670.89319229126,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764857.5329235,1763e50ff634-48,Edge computing reduces latency by processing data closer,13.166666666666666,nano,ok,1788764856.1602633,49.459,4510.925877075195
etri-dev0001-jetorn,1788764861.0275207,1788764857.8858342,True,4783.92481803894,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764857.5329235,1763e50ff634-49,Edge computing reduces latency by processing data closer,13.25,nano,ok,1788764856.2435966,49.588,4603.9546632690435
etri-dev0001-jetorn,1788764861.224115,1788764858.0774944,True,4897.185325622559,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764857.5329235,1763e50ff634-50,Edge computing reduces latency by processing data closer,13.333333333333334,nano,ok,1788764856.3269298,49.459,4721.105575195313
etri-dev0001-jetorn,1788764861.420014,1788764858.2790277,True,5009.751319885254,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764858.0858219,1763e50ff634-51,Edge computing reduces latency by processing data closer,13.416666666666666,nano,ok,1788764856.4102633,49.718,4837.972400482178
etri-dev0001-jetorn,1788764861.61617,1788764858.476407,True,5122.5745677948,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764858.0858219,1763e50ff634-52,Edge computing reduces latency by processing data closer,13.5,nano,ok,1788764856.4935966,49.702,4950.742497283935
etri-dev0001-jetorn,1788764861.8214507,1788764858.6702478,True,5244.521141052246,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764858.6248584,1763e50ff634-53,Edge computing reduces latency by processing data closer,13.583333333333334,nano,ok,1788764856.5769298,49.769,5064.061985534669
etri-dev0001-jetorn,1788764862.0205727,1788764858.8713229,True,5360.309600830078,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764858.6248584,1763e50ff634-54,Edge computing reduces latency by processing data closer,13.666666666666666,nano,ok,1788764856.6602633,49.653,5176.0425703125
etri-dev0001-jetorn,1788764862.2076151,1788764859.074709,True,5464.020013809204,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764858.6248584,1763e50ff634-55,Edge computing reduces latency by processing data closer,13.75,nano,ok,1788764856.7435966,49.604,5292.949384796142
etri-dev0001-jetorn,1788764862.4032419,1788764859.2509613,True,5576.312780380249,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764859.1475446,1763e50ff634-56,Edge computing reduces latency by processing data closer,13.833333333333334,nano,ok,1788764856.8269298,49.614,5405.498496047974
etri-dev0001-jetorn,1788764862.6006267,1788764859.4855618,True,5690.363883972168,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764859.1475446,1763e50ff634-57,Edge computing reduces latency by processing data closer,13.916666666666666,nano,ok,1788764856.9102633,49.074,5518.06354774475
etri-dev0001-jetorn,1788764862.7978125,1788764859.6733036,True,5804.216623306274,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764859.1475446,1763e50ff634-58,Edge computing reduces latency by processing data closer,14.0,nano,ok,1788764856.9935966,49.516,5623.899050323486
etri-dev0001-jetorn,1788764862.9945252,1788764859.849274,True,5917.595624923706,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764859.6979232,1763e50ff634-59,Edge computing reduces latency by processing data closer,14.083333333333332,nano,ok,1788764857.0769298,49.6,5743.01411239624
etri-dev0001-jetorn,1788764863.1918838,1788764860.0779858,True,6031.620740890503,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764859.6979232,1763e50ff634-60,Edge computing reduces latency by processing data closer,14.166666666666668,nano,ok,1788764857.1602633,49.509,5856.933463607787
etri-dev0001-jetorn,1788764863.3895028,1788764860.2540119,True,6145.906686782837,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.2221224,1763e50ff634-61,Edge computing reduces latency by processing data closer,14.25,nano,ok,1788764857.2435966,49.684,5974.145315628051
etri-dev0001-jetorn,1788764863.587189,1788764860.4551826,True,6260.2598667144775,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.2221224,1763e50ff634-62,Edge computing reduces latency by processing data closer,14.333333333333332,nano,ok,1788764857.3269298,49.467,6078.710744674683
etri-dev0001-jetorn,1788764863.7824786,1788764860.658139,True,6372.215986251831,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.2221224,1763e50ff634-63,Edge computing reduces latency by processing data closer,14.416666666666668,nano,ok,1788764857.4102633,49.71,6201.159690460205
etri-dev0001-jetorn,1788764864.0053453,1788764860.8334756,True,6511.749029159546,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.781896,1763e50ff634-64,Edge computing reduces latency by processing data closer,14.5,nano,ok,1788764857.4935966,49.572,6319.429035949707
etri-dev0001-jetorn,1788764864.1766045,1788764861.0420249,True,6599.675416946411,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.781896,1763e50ff634-65,Edge computing reduces latency by processing data closer,14.583333333333332,nano,ok,1788764857.5769298,49.455,6426.207043182373
etri-dev0001-jetorn,1788764864.3732324,1788764861.2432353,True,6712.969779968262,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764860.781896,1763e50ff634-66,Edge computing reduces latency by processing data closer,14.666666666666668,nano,ok,1788764857.6602633,49.666,6542.388049713135
etri-dev0001-jetorn,1788764864.5696905,1788764861.4444807,True,6826.094627380371,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764861.3052824,1763e50ff634-67,Edge computing reduces latency by processing data closer,14.75,nano,ok,1788764857.7435966,49.617,6653.7861037750245
etri-dev0001-jetorn,1788764864.771477,1788764861.6270769,True,6944.547891616821,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764861.3052824,1763e50ff634-68,Edge computing reduces latency by processing data closer,14.833333333333332,nano,ok,1788764857.8269298,49.539,6775.5650565795895
etri-dev0001-jetorn,1788764864.9666042,1788764861.8334615,True,7056.341648101807,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764861.3052824,1763e50ff634-69,Edge computing reduces latency by processing data closer,14.916666666666668,nano,ok,1788764857.9102633,49.7,6889.258223114013
etri-dev0001-jetorn,1788764865.1608562,1788764862.0419524,True,7167.26016998291,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764861.8486023,1763e50ff634-70,Edge computing reduces latency by processing data closer,15.0,nano,ok,1788764857.9935966,49.71,6996.7228177948
etri-dev0001-jetorn,1788764865.357796,1788764862.2180197,True,7280.867338180542,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764861.8486023,1763e50ff634-71,Edge computing reduces latency by processing data closer,15.083333333333332,nano,ok,1788764858.0769298,49.43,7108.773916229248
etri-dev0001-jetorn,1788764865.5537612,1788764862.4190216,True,7393.498659133911,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.3755503,1763e50ff634-72,Edge computing reduces latency by processing data closer,15.166666666666668,nano,ok,1788764858.1602633,49.678,7221.875306503296
etri-dev0001-jetorn,1788764865.751139,1788764862.6192074,True,7507.543087005615,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.3755503,1763e50ff634-73,Edge computing reduces latency by processing data closer,15.25,nano,ok,1788764858.2435966,49.507,7335.518828399658
etri-dev0001-jetorn,1788764865.9503083,1788764862.8205118,True,7623.379230499268,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.3755503,1763e50ff634-74,Edge computing reduces latency by processing data closer,15.333333333333332,nano,ok,1788764858.3269298,49.51,7451.417010269165
etri-dev0001-jetorn,1788764866.1488595,1788764863.007964,True,7738.5969161987305,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.9558392,1763e50ff634-75,Edge computing reduces latency by processing data closer,15.416666666666668,nano,ok,1788764858.4102633,49.498,7563.405595855713
etri-dev0001-jetorn,1788764866.3454616,1788764863.209267,True,7851.866006851196,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.9558392,1763e50ff634-76,Edge computing reduces latency by processing data closer,15.5,nano,ok,1788764858.4935966,49.81,7680.9223472137455
etri-dev0001-jetorn,1788764866.5442092,1788764863.4106662,True,7967.280387878418,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764862.9558392,1763e50ff634-77,Edge computing reduces latency by processing data closer,15.583333333333332,nano,ok,1788764858.5769298,49.256,7793.867419677734
etri-dev0001-jetorn,1788764866.741557,1788764863.5992162,True,8081.294536590576,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764863.4790158,1763e50ff634-78,Edge computing reduces latency by processing data closer,15.666666666666668,nano,ok,1788764858.6602633,49.728,7912.150922821045
etri-dev0001-jetorn,1788764866.9392116,1788764863.8006785,True,8195.615768432617,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764863.4790158,1763e50ff634-79,Edge computing reduces latency by processing data closer,15.75,nano,ok,1788764858.7435966,49.472,8024.153937789917
etri-dev0001-jetorn,1788764867.1369843,1788764864.0276012,True,8310.055017471313,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764863.4790158,1763e50ff634-80,Edge computing reduces latency by processing data closer,15.833333333333332,nano,ok,1788764858.8269298,49.591,8099.054434402466
etri-dev0001-jetorn,1788764867.333252,1788764864.1915293,True,8422.988653182983,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764864.0701296,1763e50ff634-81,Edge computing reduces latency by processing data closer,15.916666666666668,nano,ok,1788764858.9102633,49.495,8252.2659740448
etri-dev0001-jetorn,1788764867.5291657,1788764864.3927598,True,8535.5703830719,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764864.0701296,1763e50ff634-82,Edge computing reduces latency by processing data closer,16.0,nano,ok,1788764858.9935966,49.686,8364.339246154785
etri-dev0001-jetorn,1788764867.7276423,1788764864.5940583,True,8650.713443756104,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764864.0701296,1763e50ff634-83,Edge computing reduces latency by processing data closer,16.083333333333332,nano,ok,1788764859.0769298,49.729,8464.426467559813
etri-dev0001-jetorn,1788764867.9251053,1788764864.7821035,True,8764.84489440918,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764864.618643,1763e50ff634-84,Edge computing reduces latency by processing data closer,16.166666666666668,nano,ok,1788764859.1602633,49.74,8592.867238571167
etri-dev0001-jetorn,1788764868.1214168,1788764864.9834554,True,8877.82073020935,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764864.618643,1763e50ff634-85,Edge computing reduces latency by processing data closer,16.25,nano,ok,1788764859.2435966,49.819,8703.869865737915
etri-dev0001-jetorn,1788764868.3177152,1788764865.178496,True,8990.786075592041,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764865.1566925,1763e50ff634-86,Edge computing reduces latency by processing data closer,16.333333333333332,nano,ok,1788764859.3269298,49.895,8834.144076278686
etri-dev0001-jetorn,1788764868.5156999,1788764865.3794777,True,9105.437517166138,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788764865.1566925,1763e50ff634-87,Edge computing reduces latency by processing data closer,16.416666666666668,nano,ok,1788764859.4102633,49.392,8933.01443939209
