actual_e2e_ms,block,client_latency_ms,completed_timestamp,concurrency,condition_id,error,eval_count,excluded,inference_ms,model,node_id,node_state,queue_wait_ms,request_id,response,role,run_order,stage_seconds,status,target_node,timestamp,tokens_per_second,ttft_ms,within_block_order
1702.814,1,1735.495,1788503813.9176722,8,b01-o01-agx-c8,,8,False,201.128,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1501.687,61d528bf-53e8-401f-aace-78cd08f67487,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503812.1821783,46.489,1530.502,1
1688.698,1,1690.582,1788503814.1215608,8,b01-o01-agx-c8,,8,False,203.848,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1484.85,45d668e2-48e6-494f-9644-0739868ee355,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503812.430981,45.359,1511.971,1
1669.671,1,1671.507,1788503814.3198595,8,b01-o01-agx-c8,,8,False,198.123,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1471.548,7fcbbfa3-733b-4ebe-a1f4-cd790c39b152,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503812.6483533,46.862,1498.639,1
1637.404,1,1639.431,1788503814.5189292,8,b01-o01-agx-c8,,8,False,198.886,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1438.518,0dca1847-8a16-4bbc-b81a-a0bb95109fc8,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503812.8795004,46.609,1465.381,1
1620.731,1,1622.875,1788503814.7180085,8,b01-o01-agx-c8,,8,False,198.989,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1421.742,e2181f3c-a0ff-4b49-be73-7ab5f1f0422c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503813.0951357,46.697,1449.139,1
1616.586,1,1618.526,1788503814.917356,8,b01-o01-agx-c8,,8,False,199.211,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1417.375,5686634f-36fa-4e49-b1ce-e48b8aba14a6,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503813.2988327,46.654,1444.813,1
1611.583,1,1613.585,1788503815.1251717,8,b01-o01-agx-c8,,8,False,207.731,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1403.852,be31126e-6129-4627-b295-b7a93306bb73,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503813.5115893,44.684,1432.259,1
1614.324,1,1616.148,1788503815.332615,8,b01-o01-agx-c8,,8,False,207.469,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1406.856,5250fc3e-dd21-4503-9d4f-ed8ad3d4817e,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503813.7164695,45.095,1436.731,1
1617.987,1,1619.934,1788503815.5376384,8,b01-o01-agx-c8,,8,False,204.726,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1413.261,c2c9226b-0983-483f-8c87-37f02ea2dac1,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503813.9177067,45.084,1440.252,1
1618.42,1,1620.375,1788503815.7419689,8,b01-o01-agx-c8,,8,False,204.227,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1414.194,e34f93fa-ffe4-45c3-a0f2-95c9c9c778ed,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503814.1215963,45.583,1442.677,1
1619.494,1,1621.378,1788503815.941259,8,b01-o01-agx-c8,,8,False,199.21,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1420.284,b36a9ec1-dd33-4a69-a4dc-43fba1c1b34c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503814.3198836,46.599,1447.459,1
1621.056,1,1622.954,1788503816.1419146,8,b01-o01-agx-c8,,8,False,200.562,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1420.494,61d9f68c-68ca-4ecb-b001-c5da5e094627,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503814.5189629,46.175,1447.444,1
1632.372,1,1634.421,1788503816.3524632,8,b01-o01-agx-c8,,8,False,210.402,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1421.969,25398b82-53dc-483b-9edb-a2f7ab4255be,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503814.718045,43.758,1449.258,1
1633.118,1,1634.992,1788503816.5523803,8,b01-o01-agx-c8,,8,False,199.834,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1433.284,2505713d-061c-4ac0-862d-933242f52b30,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503814.9173906,46.549,1461.02,1
1627.88,1,1629.829,1788503816.7550375,8,b01-o01-agx-c8,,8,False,202.559,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1425.321,9b2f0425-8e83-4402-83ba-9e77bf7048c0,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503815.1252105,45.9,1453.249,1
1630.121,1,1632.028,1788503816.9646833,8,b01-o01-agx-c8,,8,False,209.546,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1420.575,ab8f3327-c0bc-4bdf-ad55-d13a3c0bbacc,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503815.3326578,44.071,1448.287,1
1628.817,1,1630.712,1788503817.1683817,8,b01-o01-agx-c8,,8,False,203.631,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1425.186,cf4936f7-22d2-4dc9-8077-874146b110fe,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503815.537672,45.465,1452.553,1
1631.151,1,1632.907,1788503817.3749094,8,b01-o01-agx-c8,,8,False,206.382,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1424.769,c1c61767-e96b-4529-b8a7-745a588da867,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503815.742005,44.732,1451.933,1
1662.086,1,1663.921,1788503817.6052136,8,b01-o01-agx-c8,,8,False,230.312,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1431.774,1eb20681-4455-4a0f-820c-632b3fe8ca29,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503815.9412954,39.493,1459.644,1
1665.634,1,1667.544,1788503817.8094914,8,b01-o01-agx-c8,,8,False,204.064,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1461.57,a0f4bb9a-7a6f-40ad-bd9c-77552406b08c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503816.14195,45.408,1489.105,1
1659.751,1,1661.713,1788503818.0142105,8,b01-o01-agx-c8,,8,False,204.664,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1455.087,445552a6-37c9-48da-9a74-37047578047d,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503816.3524997,45.176,1482.344,1
1666.306,1,1668.254,1788503818.2206712,8,b01-o01-agx-c8,,8,False,206.356,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1459.95,0d6666d3-8741-4940-81f6-011614ab76b9,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503816.5524194,45.023,1488.47,1
1662.039,1,1663.739,1788503818.41881,8,b01-o01-agx-c8,,8,False,197.984,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1464.055,68c0cb56-d5bd-49d6-8b30-31ae40d8ce94,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503816.7550733,46.827,1490.772,1
1653.1,1,1655.051,1788503818.619769,8,b01-o01-agx-c8,,8,False,200.827,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1452.273,f08ec247-6cf2-4c23-a8bd-fe64ebf12fc1,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503816.9647198,46.308,1480.081,1
1651.03,1,1652.921,1788503818.8213363,8,b01-o01-agx-c8,,8,False,201.523,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1449.507,5b3ec87c-f7c4-4660-8d06-23e5eb8ef8fd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503817.168417,45.881,1476.247,1
1655.432,1,1657.413,1788503819.0323558,8,b01-o01-agx-c8,,8,False,210.874,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1444.558,ce2a29c3-aee1-4a00-8738-94a4dd686ddf,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503817.374945,43.73,1472.323,1
1639.206,1,1641.073,1788503819.246328,8,b01-o01-agx-c8,,8,False,213.859,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1425.347,59ec30b9-efc7-43b6-ba90-c2175b0bade5,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503817.6052577,43.008,1452.823,1
1638.774,1,1640.758,1788503819.4502816,8,b01-o01-agx-c8,,8,False,203.799,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1434.974,206bf34e-53d5-4d95-9dd3-01eaeb00f847,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503817.8095264,45.709,1463.515,1
1635.881,1,1637.804,1788503819.6520553,8,b01-o01-agx-c8,,8,False,201.813,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1434.069,98f6797a-1606-4a13-b2a7-5964d9c673d1,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503818.0142536,45.944,1461.383,1
1656.678,1,1658.604,1788503819.8793094,8,b01-o01-agx-c8,,8,False,227.143,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1429.535,f90bc627-97d8-49f0-83ff-ade5ee7d38fd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503818.2207074,40.584,1459.165,1
1699.959,1,1702.169,1788503820.1210124,8,b01-o01-agx-c8,,8,False,241.587,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1458.372,724bf97c-2b3f-4355-b4c2-84def7892d5b,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503818.4188454,37.92,1488.835,1
1701.831,1,1703.693,1788503820.323495,8,b01-o01-agx-c8,,8,False,202.382,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1499.449,e35a6ef2-303f-4b33-83fe-e4dbefb8891f,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503818.6198044,46.031,1527.712,1
1703.093,1,1705.007,1788503820.526375,8,b01-o01-agx-c8,,8,False,202.768,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1500.325,5e7fce5a-35a8-4c5d-83c1-8b934ff913c7,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503818.8213708,45.712,1527.827,1
1697.903,1,1699.787,1788503820.7321763,8,b01-o01-agx-c8,,8,False,205.68,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1492.223,7df20e21-501f-4ae0-ba70-890f77019b5b,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503819.032392,45.086,1520.217,1
1686.77,1,1688.693,1788503820.9350567,8,b01-o01-agx-c8,,8,False,202.745,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1484.025,9056d896-04a1-44b4-9d9a-910dbf0f0cdf,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503819.2463658,45.648,1511.226,1
1691.102,1,1693.197,1788503821.1435127,8,b01-o01-agx-c8,,8,False,208.387,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1482.715,6b76307f-b358-4a6e-957f-20592f9babd8,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503819.4503186,44.494,1511.073,1
1699.037,1,1700.896,1788503821.3529854,8,b01-o01-agx-c8,,8,False,209.36,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1489.677,054d85a0-c750-4d1f-abb9-eac75b77bd36,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503819.6520925,44.569,1519.336,1
1676.986,1,1679.064,1788503821.5584095,8,b01-o01-agx-c8,,8,False,205.27,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1471.715,6a0dce74-085c-4b78-ab4f-22df31d4f228,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503819.879347,45.715,1501.772,1
1637.873,1,1639.679,1788503821.7607262,8,b01-o01-agx-c8,,8,False,202.268,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1435.605,f8609557-7096-45be-abc2-94d2e493514e,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503820.121049,45.776,1462.774,1
1636.061,1,1638.053,1788503821.9615881,8,b01-o01-agx-c8,,8,False,200.743,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1435.318,b0dd2be1-202b-4d13-8aeb-64ece6c29ada,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503820.3235376,46.168,1462.592,1
1641.034,1,1642.946,1788503822.1693552,8,b01-o01-agx-c8,,8,False,207.665,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1433.369,18002e8d-dd2f-4354-8e3d-c3b4fca59676,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503820.5264115,44.519,1461.072,1
1635.407,1,1637.5,1788503822.3697097,8,b01-o01-agx-c8,,8,False,200.192,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1435.215,d48e7285-278b-4f22-88d2-68549a6fb33a,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503820.732212,46.319,1462.482,1
1631.479,1,1633.388,1788503822.5684779,8,b01-o01-agx-c8,,8,False,198.886,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1432.593,3be19573-68c4-4b6a-88c7-12e59c662b9e,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503820.9350922,46.719,1460.019,1
1622.908,1,1625.012,1788503822.7685595,8,b01-o01-agx-c8,,8,False,199.964,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1422.944,713c425c-c643-4bce-a29c-d2c4dabf1d54,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503821.14355,46.312,1450.035,1
1616.692,1,1618.551,1788503822.9715774,8,b01-o01-agx-c8,,8,False,202.789,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1413.903,79815b2e-1733-4ab5-a083-cddb0be80a13,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503821.3530285,45.579,1441.058,1
1619.719,1,1621.546,1788503823.179994,8,b01-o01-agx-c8,,8,False,208.287,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1411.431,9e51cb27-996d-48fc-9e58-1dedae2a54cd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503821.5584505,44.243,1438.481,1
1618.673,1,1620.433,1788503823.3811936,8,b01-o01-agx-c8,,8,False,201.072,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1417.601,c584db2a-d16e-4622-a1bb-5abed260f337,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503821.7607632,46.192,1445.32,1
1616.775,1,1618.653,1788503823.580274,8,b01-o01-agx-c8,,8,False,198.977,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1417.798,223c6f58-8c2a-4ee6-9594-89217181bd34,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503821.9616237,46.541,1444.59,1
1618.482,1,1620.418,1788503823.7898066,8,b01-o01-agx-c8,,8,False,209.379,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1409.103,aaace307-a356-4b1e-a788-45ba17344988,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503822.1693912,43.943,1436.103,1
1620.878,1,1622.871,1788503823.9926126,8,b01-o01-agx-c8,,8,False,202.713,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1418.165,5a697350-ef33-4229-9e64-1855a9d75a13,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503822.3697443,45.951,1446.539,1
1630.136,1,1632.071,1788503824.2005851,8,b01-o01-agx-c8,,8,False,207.88,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1422.257,be8a1473-7e37-44dd-be25-1decf504045e,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503822.5685163,44.49,1450.01,1
1633.042,1,1634.865,1788503824.4034586,8,b01-o01-agx-c8,,8,False,202.795,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1430.247,c70f906b-b687-469b-988e-5f757b414568,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503822.7685962,45.678,1457.681,1
1631.045,1,1632.915,1788503824.6045263,8,b01-o01-agx-c8,,8,False,200.88,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1430.165,ce90aa53-bda2-479b-b453-58d8a91b134a,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503822.971614,46.011,1456.8,1
1632.956,1,1635.031,1788503824.8150563,8,b01-o01-agx-c8,,8,False,210.518,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1422.438,fa90e781-5197-4be5-8d34-7013772d3737,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503823.1800282,43.909,1450.479,1
1652.373,1,1654.317,1788503825.035545,8,b01-o01-agx-c8,,8,False,220.29,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1432.083,d807ba41-1f96-4a64-94f5-b2a83f8fcd99,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503823.3812304,41.765,1460.515,1
1684.175,1,1686.17,1788503825.2664793,8,b01-o01-agx-c8,,8,False,230.786,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1453.389,a9f383d0-14fc-44fe-8b83-bc04bc4168f3,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503823.5803115,40.388,1485.771,1
1699.873,1,1702.004,1788503825.491843,8,b01-o01-agx-c8,,8,False,225.301,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1474.573,8fbfb7e2-7c9b-4650-8e74-f188d6cd11a2,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503823.789842,41.102,1505.064,1
1710.624,1,1712.276,1788503825.7049227,8,b01-o01-agx-c8,,8,False,213.166,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1497.458,8fe4e4b9-7f56-45ba-8edb-fd9753b92c4c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788503823.9926484,43.38,1526.03,1
558.685,1,574.502,1788503829.2855883,2,b01-o02-nano-c2,,8,False,558.653,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,0.032,74f41290-6d6d-4527-9ea8-34c16ee42734,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503828.7110896,19.466,151.309,2
929.259,1,947.524,1788503829.65744,2,b01-o02-nano-c2,,8,False,370.889,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,558.37,35edcc56-ed2e-48bd-9c6e-5b25aa5c9186,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503828.7099192,25.49,621.669,2
735.75,1,758.584,1788503830.0442576,2,b01-o02-nano-c2,,8,False,383.678,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,352.073,a949fe19-4507-4bdd-b536-13af0a5a6871,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503829.2856765,24.753,412.076,2
732.032,1,743.226,1788503830.4007936,2,b01-o02-nano-c2,,8,False,352.51,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,379.522,0fca2711-6232-4a40-9c76-1f04c4c7bbeb,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503829.657569,26.956,439.988,2
727.943,1,739.293,1788503830.7836142,2,b01-o02-nano-c2,,8,False,379.241,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,348.702,fbb4a9fb-28d9-4c71-bdd4-e9994bf32bf2,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503830.0443246,25.163,408.053,2
765.916,1,777.887,1788503831.1787026,2,b01-o02-nano-c2,,8,False,387.464,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,378.452,d17d549c-5d4e-472e-960c-3c6491e451cd,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503830.4008226,24.511,439.272,2
778.143,1,784.486,1788503831.5681682,2,b01-o02-nano-c2,,8,False,395.543,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,382.6,240b1e44-1337-4664-a0d9-536e1b28795d,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503830.783685,27.082,488.191,2
744.864,1,762.872,1788503831.941688,2,b01-o02-nano-c2,,8,False,373.005,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,371.858,092b1a34-ebc4-4a3f-aff9-f4dbf0f52be8,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503831.178818,25.451,432.165,2
764.164,1,774.833,1788503832.343144,2,b01-o02-nano-c2,,8,False,398.621,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,365.542,d73de6a6-b45a-4966-92b0-9ec26583f3c2,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503831.5683124,23.201,422.031,2
739.84,1,759.934,1788503832.7017062,2,b01-o02-nano-c2,,8,False,356.95,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,382.89,1b3fb01d-2055-4c62-977c-d48cd1f8ef50,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503831.9417763,26.461,439.954,2
691.753,1,717.221,1788503833.0604193,2,b01-o02-nano-c2,,8,False,359.439,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,332.314,577573ff-797d-4e80-a922-8b66ee35d2d3,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503832.3431988,26.847,391.967,2
738.306,1,749.683,1788503833.4514918,2,b01-o02-nano-c2,,8,False,389.53,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,348.775,08677216-5d92-46bf-ab49-e6c418bf99ab,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503832.7018092,24.073,404.627,2
833.956,1,840.87,1788503833.9013088,2,b01-o02-nano-c2,,8,False,448.782,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,385.174,9ad136d4-0c16-43d4-819f-ad1ee4ca2a74,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503833.0604436,26.627,534.861,2
792.146,1,803.193,1788503834.2547052,2,b01-o02-nano-c2,,8,False,354.027,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,438.119,1c758dc1-5691-4a52-af61-d60b17374778,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503833.4515166,26.74,490.512,2
727.782,1,740.356,1788503834.6417685,2,b01-o02-nano-c2,,8,False,384.238,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,343.545,414c75ec-d05a-49a4-86f0-c4ea3ce1bb29,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503833.901418,24.552,399.986,2
776.573,1,782.064,1788503835.0368657,2,b01-o02-nano-c2,,8,False,395.733,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,380.841,7dccb408-3881-45e2-84db-11345af28506,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503834.254806,23.921,436.751,2
759.81,1,771.089,1788503835.412964,2,b01-o02-nano-c2,,8,False,375.324,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,384.485,1b2425ef-3e8e-488c-8b3d-2645aa7fb903,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503834.6418784,26.106,448.113,2
743.85,1,759.662,1788503835.796628,2,b01-o02-nano-c2,,8,False,383.15,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,360.7,79db9056-f0e0-4a56-9aec-2e0e35f98d7e,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503835.0369673,24.432,420.093,2
745.415,1,757.347,1788503836.1703885,2,b01-o02-nano-c2,,8,False,372.944,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,372.471,d5c594df-fe91-45c9-8fc9-386642f0021c,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503835.4130437,25.289,431.804,2
739.23,1,749.343,1788503836.5459926,2,b01-o02-nano-c2,,8,False,366.961,llama3.2:1b,etri-dev0001-jetorn,ACTIVE,372.269,c37cc807-8c71-4c8d-8e7e-883da20c3d44,Edge computing reduces latency by processing data closer,nano,2,12.0,ok,nano,1788503835.7966535,25.849,430.265,2
