actual_e2e_ms,block,client_latency_ms,completed_timestamp,concurrency,condition_id,eval_count,excluded,inference_ms,model,node_id,node_state,queue_wait_ms,request_id,response,role,run_order,stage_seconds,status,target_node,timestamp,tokens_per_second,ttft_ms,within_block_order
759.009,1,760.474,1788521587.1745849,4,b01-o01-agx-c4,8,False,181.396,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,577.613,677db326-93ce-4ecc-bd37-1c686ffb44dd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521586.414113,282.526,730.494,1
751.814,1,753.806,1788521587.3557105,4,b01-o01-agx-c4,8,False,180.964,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,570.849,dd8baf2c-33e4-4735-bb95-56cb20b538dc,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521586.601905,281.165,723.066,1
736.769,1,738.122,1788521587.5313866,4,b01-o01-agx-c4,8,False,175.559,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,561.21,e2cec156-92ba-4592-9b5e-1595e007360d,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521586.793266,282.566,708.106,1
735.531,1,737.156,1788521587.730216,4,b01-o01-agx-c4,8,False,198.632,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,536.899,083d3c3a-a104-47c3-9f64-5cc1ae7d8621,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521586.9930613,264.787,705.243,1
757.206,1,758.662,1788521587.9332774,4,b01-o01-agx-c4,8,False,203.152,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,554.054,fc99b1d6-1fd6-4b5b-987a-eb3dd0332536,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521587.1746163,282.306,728.535,1
754.818,1,755.71,1788521588.1114416,4,b01-o01-agx-c4,8,False,178.242,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,576.576,d03ea926-feac-4a3c-8ce4-2249047568bd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521587.3557324,282.745,726.199,1
770.799,1,772.356,1788521588.303762,4,b01-o01-agx-c4,8,False,191.997,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,578.802,4aa6e264-284f-4ded-beff-fd1fc0b8c6fd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521587.531408,278.271,742.016,1
780.92,1,782.397,1788521588.512642,4,b01-o01-agx-c4,8,False,208.756,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,572.164,35cfdb77-e7d7-4efe-bf75-ee90219426a9,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521587.730247,282.336,752.236,1
785.338,1,786.622,1788521588.719921,4,b01-o01-agx-c4,8,False,207.461,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,577.877,7297ddf1-9b59-45cb-b858-f64dc4512092,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521587.9333003,272.517,755.912,1
799.364,1,800.601,1788521588.9120615,4,b01-o01-agx-c4,8,False,191.978,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,607.386,f3c9f551-fc98-4f85-8235-587b52de00c0,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521588.111461,282.586,770.848,1
792.444,1,794.088,1788521589.097881,4,b01-o01-agx-c4,8,False,185.394,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,607.05,73aae0ec-12d6-4aa7-b0d6-7fd8a6668f82,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521588.3037946,282.666,763.776,1
778.392,1,779.757,1788521589.2924273,4,b01-o01-agx-c4,8,False,194.549,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,583.843,638e592a-967b-483b-8b5b-59558ba9b527,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521588.512672,282.536,749.674,1
749.58,1,751.205,1788521589.4711537,4,b01-o01-agx-c4,8,False,178.437,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,571.143,d8ee7c8b-674a-4556-a57f-8ee8c6cf48ad,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521588.7199495,282.666,720.983,1
745.189,1,746.371,1788521589.6584535,4,b01-o01-agx-c4,8,False,187.493,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,557.697,65a696e7-f76d-473d-9c50-6349b8c45107,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521588.9120836,282.805,716.571,1
736.5,1,738.204,1788521589.836113,4,b01-o01-agx-c4,8,False,177.308,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,559.192,3986a6fe-2f2d-43ac-971c-76fc35a80115,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521589.0979111,281.353,707.7,1
725.016,1,726.423,1788521590.0188816,4,b01-o01-agx-c4,8,False,182.965,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,542.051,32e593d8-849c-4b5f-8447-f16fcb5d2b66,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521589.2924595,276.826,695.889,1
719.481,1,720.66,1788521590.1918366,4,b01-o01-agx-c4,8,False,172.776,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,546.705,9e637be5-591b-4b96-924c-540f9ac4c823,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521589.4711778,282.676,690.874,1
727.595,1,728.999,1788521590.3874724,4,b01-o01-agx-c4,8,False,195.53,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,532.064,688085ce-1185-41a5-a216-bbbd46749bf3,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521589.6584752,282.127,698.929,1
750.667,1,752.186,1788521590.588329,4,b01-o01-agx-c4,8,False,200.705,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,549.962,63474108-de9a-41b7-aaef-46456bc4fb50,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521589.836145,281.66,721.789,1
766.729,1,768.282,1788521590.7871854,4,b01-o01-agx-c4,8,False,198.471,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,568.257,fde28701-901d-4efe-8cf6-9d4df295ad6f,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.0189052,281.77,738.063,1
772.161,1,773.616,1788521590.9654737,4,b01-o01-agx-c4,8,False,178.166,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,593.995,8614d7a1-1083-4d76-9801-9ac8c03a00cd,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.19186,279.193,743.07,1
761.564,1,763.136,1788521591.1506386,4,b01-o01-agx-c4,8,False,185.159,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,576.405,6584838b-9bc4-48a2-83e0-35b4bbb7373d,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.3875034,282.815,732.826,1
747.934,1,749.524,1788521591.3378835,4,b01-o01-agx-c4,8,False,187.203,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,560.731,b45863ae-b781-4440-9fe6-e4a6ec1e4c1a,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.5883613,280.938,718.985,1
734.976,1,736.502,1788521591.5237155,4,b01-o01-agx-c4,8,False,185.751,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,549.224,dae9d5a8-1a01-45f9-b5bf-c80f3d5a4f1b,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.787215,282.267,706.323,1
759.593,1,761.123,1788521591.7266269,4,b01-o01-agx-c4,8,False,202.728,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,556.864,cd2b8065-10ad-42d7-8c3e-8c53c2172fa5,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521590.9655058,282.636,731.004,1
789.126,1,790.538,1788521591.9411986,4,b01-o01-agx-c4,8,False,214.43,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,574.696,99204d32-5e51-4f9d-876e-af13213950e0,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521591.1506608,281.978,760.558,1
817.166,1,818.443,1788521592.1563563,4,b01-o01-agx-c4,8,False,215.201,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,601.964,7bde0ba9-687d-43cd-8abb-9d0ca0610188,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521591.3379147,281.839,788.478,1
823.305,1,824.82,1788521592.348565,4,b01-o01-agx-c4,8,False,191.963,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,631.342,53f04ca9-8208-48dc-b5c8-f77e296d80c1,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521591.5237474,281.918,794.491,1
801.351,1,802.81,1788521592.529467,4,b01-o01-agx-c4,8,False,180.77,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,620.581,b2fdaa85-deb9-4f87-bbec-59e059f3863a,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521591.7266593,282.187,772.473,1
765.177,1,766.502,1788521592.7077208,4,b01-o01-agx-c4,8,False,178.093,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,587.084,879ac117-60eb-45f1-a786-884f579807b7,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521591.9412198,282.386,736.501,1
726.045,1,727.29,1788521592.883668,4,b01-o01-agx-c4,8,False,176.01,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,550.035,ef71d49c-bd48-4c9d-99c9-89eee34baa17,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521592.1563785,281.631,697.306,1
716.912,1,718.449,1788521593.0670424,4,b01-o01-agx-c4,8,False,182.905,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,534.007,aa48a167-05a0-45ca-9e47-c340aab4f142,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521592.3485956,280.416,687.896,1
719.28,1,720.55,1788521593.250048,4,b01-o01-agx-c4,8,False,183.131,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,536.149,2e049d3d-a56b-46f9-be05-c9e601c64a37,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521592.5294988,282.127,690.607,1
722.873,1,724.229,1788521593.4319682,4,b01-o01-agx-c4,8,False,181.84,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,541.033,5517a3a2-ca22-4d30-b7fd-d595733b0c2c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521592.7077415,282.227,694.135,1
737.315,1,738.631,1788521593.6223202,4,b01-o01-agx-c4,8,False,190.126,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,547.188,7133493c-48d3-43d9-938c-eb7503ee7f65,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521592.8836896,282.556,708.615,1
743.302,1,745.019,1788521593.812091,4,b01-o01-agx-c4,8,False,189.586,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,553.716,3bf1a9fa-6bfd-405c-801c-8004ceb210c7,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.0670738,283.096,714.75,1
733.365,1,734.889,1788521593.9849563,4,b01-o01-agx-c4,8,False,172.812,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,560.553,6b2e53dd-55a6-44b1-94e5-70623fd522b0,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.250069,282.725,704.681,1
741.17,1,742.496,1788521594.1744907,4,b01-o01-agx-c4,8,False,189.446,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,551.724,068a7375-8113-4d15-89f9-8b9d95cab7a2,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.431996,282.626,712.648,1
763.02,1,764.549,1788521594.3868883,4,b01-o01-agx-c4,8,False,212.288,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,550.732,760394c6-aee6-4153-8729-4bb5eafc52e7,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.6223412,283.026,734.388,1
766.19,1,767.717,1788521594.5798366,4,b01-o01-agx-c4,8,False,192.974,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,573.216,165bd9a6-e476-4d65-b42a-8da047860009,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.8121212,279.496,737.266,1
793.498,1,794.966,1788521594.779951,4,b01-o01-agx-c4,8,False,199.936,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,593.562,42550d0c-a52f-4381-b0a1-f99e45b1fe36,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521593.984987,282.038,764.855,1
821.489,1,823.092,1788521594.9976125,4,b01-o01-agx-c4,8,False,217.733,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,603.756,d855c0cb-4447-4a3e-89f5-3e4ea0b3a4a2,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521594.1745222,282.566,792.802,1
797.169,1,798.855,1788521595.185773,4,b01-o01-agx-c4,8,False,187.908,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,609.262,3e54a6c4-0f76-48e7-af9b-2856c9840a40,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521594.3869197,280.446,768.281,1
811.865,1,813.204,1788521595.3930686,4,b01-o01-agx-c4,8,False,207.352,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,604.513,f122b4e6-0c57-4f52-b69a-a0b6681dc341,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521594.5798657,278.077,782.977,1
811.346,1,812.755,1788521595.592736,4,b01-o01-agx-c4,8,False,199.462,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,611.884,f7dbb9aa-4b00-45f9-b7c5-f8d8c79b60bf,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521594.7799826,282.596,782.589,1
783.271,1,784.908,1788521595.7825515,4,b01-o01-agx-c4,8,False,189.669,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,593.602,30d52fb9-384c-46fc-8ac1-c6df7b1df99b,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521594.9976451,282.346,754.595,1
783.06,1,784.743,1788521595.970544,4,b01-o01-agx-c4,8,False,187.96,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,595.1,6cb929a0-55f4-4bff-bbf2-98dd5f429891,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521595.1858032,282.805,754.328,1
766.941,1,768.064,1788521596.1611526,4,b01-o01-agx-c4,8,False,190.768,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,576.173,388bd6af-ebf1-4db2-8ff4-af575ca8b46c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521595.3930895,282.356,738.457,1
756.162,1,757.855,1788521596.3506207,4,b01-o01-agx-c4,8,False,189.111,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,567.051,b6ec4bab-6e69-4a42-9df3-228d30f9d9f3,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521595.592768,281.126,727.297,1
756.528,1,758.089,1788521596.5406737,4,b01-o01-agx-c4,8,False,190.027,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,566.501,3dd5b548-f984-46af-86e8-71ae02984307,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521595.7825863,282.945,727.9,1
749.075,1,750.432,1788521596.7210064,4,b01-o01-agx-c4,8,False,180.351,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,568.724,ca468ccf-606e-4c81-b0ba-a263b4a48816,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521595.9705749,282.316,720.564,1
759.794,1,761.205,1788521596.922377,4,b01-o01-agx-c4,8,False,201.096,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,558.698,f6bbcafd-3654-4483-bd87-d6941af5e9c2,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521596.1611738,282.267,731.006,1
745.086,1,747.14,1788521597.0977893,4,b01-o01-agx-c4,8,False,175.33,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,569.755,00d949fd-a1a3-44d9-9bf4-e8a76407f20e,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521596.350651,282.506,716.334,1
754.1,1,755.592,1788521597.296294,4,b01-o01-agx-c4,8,False,198.625,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,555.475,1e005af0-d31b-448e-b879-84720cf3263c,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521596.5407043,282.087,725.483,1
761.574,1,762.829,1788521597.483854,4,b01-o01-agx-c4,8,False,187.431,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,574.143,c07b26e1-3704-47a1-ade9-10e5d82d05d0,Edge computing reduces latency by processing data closer,agx,1,12.0,ok,agx,1788521596.7210279,283.166,732.956,1
212.393,1,226.067,1788521600.712915,32,b01-o02-agx-c32,8,False,212.379,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,0.014,834a3b81-b5c6-48a6-9f38-60df05bd90e9,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4868486,282.686,183.72,2
414.113,1,431.348,1788521600.9201736,32,b01-o02-agx-c32,8,False,207.286,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,206.827,c3cbb634-d78b-491c-93e0-12b9b0b97420,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4888263,282.666,385.443,2
601.683,1,622.865,1788521601.112604,32,b01-o02-agx-c32,8,False,192.136,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,409.547,5765f181-dd18-4a1e-a31d-e4b603bcb9d7,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4897401,280.515,572.733,2
797.421,1,820.243,1788521601.308311,32,b01-o02-agx-c32,8,False,195.775,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,601.645,91a5d2f8-0974-4a46-8f6a-1365d0ebb76b,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4880674,281.472,768.807,2
974.462,1,995.36,1788521601.4884312,32,b01-o02-agx-c32,8,False,180.038,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,794.424,207a3181-6fd7-4892-a923-70fbdbd5edeb,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4930723,280.613,945.489,2
1182.597,1,1206.635,1788521601.6974263,32,b01-o02-agx-c32,8,False,208.848,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,973.749,6202d8ab-e4e0-4e89-9e84-8026c7cb9cc7,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.490792,282.436,1153.878,2
1375.206,1,1404.895,1788521601.8969889,32,b01-o02-agx-c32,8,False,199.391,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1175.814,b6007b27-ded8-4d9c-a44a-4c62a57bd928,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.492095,282.436,1346.455,2
1563.399,1,1590.798,1788521602.0875597,32,b01-o02-agx-c32,8,False,190.613,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1372.785,d437ead9-83ad-4966-9ded-8d3504ca859b,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.496762,280.84,1534.688,2
1761.141,1,1791.612,1788521602.2861626,32,b01-o02-agx-c32,8,False,198.426,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1562.715,8b9d82b4-8974-4274-938d-1060a6d5431a,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4945521,281.353,1732.358,2
1940.361,1,1966.834,1788521602.4659631,32,b01-o02-agx-c32,8,False,179.708,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1760.652,45cb8569-2f54-4046-ac02-d5291f1f55f0,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4991286,282.745,1911.819,2
2122.653,1,2147.675,1788521602.648948,32,b01-o02-agx-c32,8,False,182.85,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,1939.803,8165ea71-db68-432a-9475-814b8d65a608,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.501274,282.626,2093.908,2
2338.275,1,2366.389,1788521602.8644416,32,b01-o02-agx-c32,8,False,215.584,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,2122.691,f5b008f0-0f68-4d82-abee-cc3e78bcf538,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4980526,280.289,2309.237,2
2526.388,1,2557.145,1788521603.052843,32,b01-o02-agx-c32,8,False,188.198,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,2338.19,28dc9961-9e05-4d1a-a549-ebe93cc1a4dc,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.4956994,279.242,2497.289,2
2707.403,1,2727.897,1788521603.2352836,32,b01-o02-agx-c32,8,False,182.561,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,2524.843,c6f1ad77-a042-489c-873d-ef13f887711d,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.507387,282.885,2678.792,2
2880.567,1,2897.611,1788521603.409356,32,b01-o02-agx-c32,8,False,173.993,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,2706.574,12075210-8646-476d-822d-237ff75d1138,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5117455,281.482,2851.63,2
3063.061,1,3080.15,1788521603.5926964,32,b01-o02-agx-c32,8,False,183.058,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,2880.003,3b3a5a5e-5a1f-4533-8a46-e52d29995e77,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5125465,283.006,3034.47,2
3245.355,1,3256.856,1788521603.7751672,32,b01-o02-agx-c32,8,False,182.271,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3063.084,bf0944e5-b5d1-4a95-a237-edbe240f6dbf,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5183127,281.561,3216.479,2
3426.608,1,3441.477,1788521603.9565156,32,b01-o02-agx-c32,8,False,181.346,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3245.263,4c406da0-1166-4b8f-9196-9085d38aa0d9,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5150394,282.048,3397.89,2
3422.66,1,3424.227,1788521604.137177,32,b01-o02-agx-c32,8,False,180.584,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3242.075,e82f2c7d-81c9-4045-9321-16074781a9fb,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.7129517,282.147,3393.832,2
3602.529,1,3814.015,1788521604.3247561,32,b01-o02-agx-c32,8,False,187.487,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3415.042,70b3bc9c-0911-4f0c-a5a8-a084ed8ce984,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5107424,281.254,3573.67,2
3772.19,1,3982.928,1788521604.5021708,32,b01-o02-agx-c32,8,False,177.536,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3594.654,83db0a12-f5a6-4a97-b065-45a83d9dae49,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.5192432,282.197,3743.643,2
3756.317,1,3757.768,1788521604.677972,32,b01-o02-agx-c32,8,False,175.705,llama3.2:1b,etri-ser0001-cg0msb,ACTIVE,3580.612,439328f4-49ae-4b45-bf66-692f4a65d41d,Edge computing reduces latency by processing data closer,agx,2,12.0,ok,agx,1788521600.9202046,282.576,3727.712,2
