node,model,case,requests,success,failures,blocks,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,p95_ttft_ms,median_decode_tokens_s,active_wave_requests_s,active_wave_output_tokens_s
nano,qwen2.5:0.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,827.5955550002436,1052.4907842003358,804.182204999961,1077.479143000346,88.79031680021399,80.98581591281298,1.0862537055081123,69.52023715251919
nano,qwen2.5:0.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,2730.8634099999836,2880.4626573999485,2671.963619000053,2897.0847959999446,1268.956429900254,79.57647769446267,0.3603912083520838,46.13007466906673
nano,qwen2.5:0.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,1877.6607620002324,1884.904845800429,1712.8834009999991,1885.7097440004509,271.3306167000155,78.74289143897364,0.5475280326696766,70.08358818171861
nano,qwen2.5:0.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,2640.616350000073,3541.4145012503013,1693.158639000103,3550.116287000492,2050.9510040003534,83.71706308425232,0.5730255152745862,73.34726595514704
nano,qwen2.5:0.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,4253.724477499873,6855.681120949976,1676.0822129999724,6891.981314000077,5352.484424449972,85.24515800412676,0.5895727959285597,75.46531787885564
nano,qwen2.5:0.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,7764.376533999894,13578.530572350519,1754.9813659998108,13658.734975000243,12104.345712950362,84.92838977068394,0.5880473321360055,75.2700585134087
nano,qwen2.5:0.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,3274.3808610002816,3338.1121658993834,3232.1479369998087,3345.1934219992836,298.66867539985833,84.0712924560027,0.30445340070148896,77.94007057958117
nano,qwen2.5:1.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,2509.4057369997245,2609.2941017998783,2402.8685959997347,2620.3928089998954,185.47690139985207,26.638489064900238,0.39576933057176694,25.329237156593084
nano,qwen2.5:1.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,6830.1929970002675,6890.879193300225,6758.595178000178,6897.62210400022,2064.570831200035,26.302676286956814,0.14625660103326252,18.720844932257602
nano,qwen2.5:1.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,5218.9548209998975,5223.1358934003765,5028.295271000388,5223.60045700043,531.7923808005617,27.095922981012375,0.19386525196889082,24.814752252018025
nano,qwen2.5:1.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,7626.905555499889,10185.411167499524,5019.986603999769,10192.410334999295,5564.641724249896,27.365288363980145,0.19691091975945182,25.204597729209834
nano,qwen2.5:1.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,12620.519801,20157.646082000472,5025.854969000193,20195.23264200052,15533.567002300197,27.46604124685316,0.19864575314140295,25.426656402099578
nano,qwen2.5:1.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,22682.697009500316,40182.40014369953,5051.402266000423,40276.219576000585,35554.36569134922,27.44208643208561,0.19889263541836238,25.458257333550385
nano,qwen2.5:1.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,9854.919250000421,9859.934262399838,9696.698109000408,9860.491485999773,517.5596214001416,27.327051112194905,0.1019890475495345,26.109196172680832
nano,qwen2.5:3b-instruct-q8_0,i128-o64-c1,3,3,0,3,3774.4173519995456,3874.505601400142,3669.915471999957,3885.6265180002083,259.46233579988984,17.808729160606752,0.2636047216307968,16.870702184370995
nano,qwen2.5:3b-instruct-q8_0,i2048-o128-c1,3,3,0,3,10844.537375000073,10869.941988199844,10827.07110299998,10872.764722999818,3491.570557299474,17.214652895667275,0.09210676337014818,11.789665711378968
nano,qwen2.5:3b-instruct-q8_0,i512-o128-c1,3,3,0,3,7851.70267400008,7890.727000700008,7849.698534000709,7895.063037,808.7159451000844,18.03476705471237,0.1271084988177251,16.269887848668812
nano,qwen2.5:3b-instruct-q8_0,i512-o128-c2,6,6,0,3,11730.49236750012,15588.065994749968,7871.1723260003055,15589.0040459999,8556.65857699978,18.046874853884333,0.12831136232745122,16.423854377913756
nano,qwen2.5:3b-instruct-q8_0,i512-o128-c4,12,12,0,3,19408.722697500252,30986.592979800025,7806.463766999514,30997.28652199974,23961.53353114978,18.06153141232469,0.12913393039712523,16.52914309083203
nano,qwen2.5:3b-instruct-q8_0,i512-o128-c8,24,24,0,3,34804.17555150007,61800.25955035039,7719.3108130004475,61901.7595360001,54762.25902864962,18.05101744732228,0.12939122866248826,16.562077268798497
nano,qwen2.5:3b-instruct-q8_0,i512-o256-c1,3,3,0,3,14929.71235999994,14966.045754200422,14907.627996999508,14970.082798000476,822.788395000407,18.07653733506755,0.06694394340027962,17.137649510471583
nano,gemma2:2b-instruct-q8_0,i128-o64-c1,3,3,0,3,4043.2416069998,4303.893327699916,4025.2347829991777,4332.854629999929,589.3789713997194,17.535031095455142,0.2396588702676494,15.338167697129562
nano,gemma2:2b-instruct-q8_0,i2048-o128-c1,3,3,0,3,10648.239967000336,10788.549707799575,10616.699323999455,10804.13967899949,3198.3439056998122,16.735901024672014,0.09347757671353052,11.965129819331906
nano,gemma2:2b-instruct-q8_0,i512-o128-c1,3,3,0,3,8660.418978999587,8723.813600198991,8407.221270000264,8730.857446998925,1361.1208035997151,17.25201485194715,0.11626528206618536,14.881956104471726
nano,gemma2:2b-instruct-q8_0,i512-o128-c2,6,6,0,3,12750.7900075002,17023.659875500016,8433.089863999157,17024.588059000052,9773.461626000426,17.45966844752011,0.11795032104519958,15.097641093785546
nano,gemma2:2b-instruct-q8_0,i512-o128-c4,12,12,0,3,21018.780842000524,33606.9363897002,8365.170297000077,33665.293318000295,26346.436480899636,17.50510745193362,0.11923266520296168,15.261781145979095
nano,gemma2:2b-instruct-q8_0,i512-o128-c8,24,24,0,3,37813.94532950026,67109.48766185055,8420.870193000155,67167.09600299963,59850.60493110045,17.480567223995244,0.11923015719604839,15.261460121094194
nano,gemma2:2b-instruct-q8_0,i512-o256-c1,3,3,0,3,15959.434858999884,15965.038871000343,15715.151759999571,15965.661539000394,1296.0911310001393,17.386794749842547,0.06296933009362213,16.120148503967265
agx,llama3.2:1b-instruct-q8_0,i128-o64-c1,3,3,0,3,1021.081013022922,1025.8352116856258,1008.2331259618513,1026.3634559814818,47.285728476708755,64.59418447278841,0.9731902502407276,62.284176015406565
agx,llama3.2:1b-instruct-q8_0,i2048-o128-c1,3,3,0,3,3036.6360410116613,3043.081998481648,3036.1968579818495,3043.7982159783132,989.7162435983773,62.04477092044639,0.3282277557101347,42.01315273089724
agx,llama3.2:1b-instruct-q8_0,i512-o128-c1,3,3,0,3,2076.950390008278,2123.0208761175163,2071.2780689937063,2128.1398190185428,176.5388591971714,66.84491978609626,0.4778859874477998,61.169406393318376
agx,llama3.2:1b-instruct-q8_0,i512-o128-c2,6,6,0,3,3160.771389986621,4248.353941002279,2077.7280449983664,4253.999539010692,2298.809204759891,65.35192673707502,0.4732113956479215,60.57105864293395
agx,llama3.2:1b-instruct-q8_0,i512-o128-c4,12,12,0,3,5287.874912493862,8470.178452393156,2100.3609980107285,8492.741185997147,6537.1034895128105,65.35130804080335,0.47266576868432714,60.50121839159387
agx,llama3.2:1b-instruct-q8_0,i512-o128-c8,24,24,0,3,9502.806363016134,16846.414829356945,2113.038184004836,16902.089131006505,14917.03774977941,65.38291866402626,0.4742434478188284,60.70316132081003
agx,llama3.2:1b-instruct-q8_0,i512-o256-c1,3,3,0,3,4002.7216669986956,4004.93206428946,3971.4013840421103,4005.177663988434,175.73319092625752,66.61121826955025,0.2504036476124403,64.10333378878472
agx,llama3.2:3b-instruct-q8_0,i128-o64-c1,3,3,0,3,2293.2338470127434,2299.006297555752,2286.439932999201,2299.6476809494197,108.53345499490388,28.834297985535247,0.43324738106100386,27.727832387904247
agx,llama3.2:3b-instruct-q8_0,i2048-o128-c1,3,3,0,3,6740.654219000135,6767.544213775545,6712.442799005657,6770.531990972813,2102.5977549608797,27.296911515664235,0.14817166450921498,18.965973057179518
agx,llama3.2:3b-instruct-q8_0,i512-o128-c1,3,3,0,3,4808.382701012306,4821.971123293042,4806.645078002475,4823.480947990902,419.98365343315527,28.916454897274864,0.20775493866398292,26.592632148989814
agx,llama3.2:3b-instruct-q8_0,i512-o128-c2,6,6,0,3,7213.902426534332,9650.632179254899,4801.068619010039,9659.695409005508,5238.238892779918,28.867115997643868,0.2077057627147853,26.58633762749252
agx,llama3.2:3b-instruct-q8_0,i512-o128-c4,12,12,0,3,12043.056779511971,19268.1822885148,4812.186899012886,19294.942301989067,14863.11334836937,28.876315949571172,0.20768219381271252,26.583320808027203
agx,llama3.2:3b-instruct-q8_0,i512-o128-c8,24,24,0,3,21655.98515246529,38481.47411820246,4802.897270012181,38624.39545599045,34088.96010670578,28.88120219869392,0.20770380929230142,26.586087589414582
agx,llama3.2:3b-instruct-q8_0,i512-o256-c1,3,3,0,3,9234.321333002299,9254.814770416124,9208.58346100431,9257.09181901766,422.6327920157928,28.911315503403827,0.10829740256636257,27.724135056988818
agx,qwen2.5:0.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,571.8394729774445,572.8332755272277,566.1887309979647,572.9436980327591,36.56174581265077,117.68090169722012,1.7102236014410397,109.45431049222654
agx,qwen2.5:0.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,1856.1421090271324,1895.315382978879,1854.577963007614,1899.6679689735174,783.7750941049308,114.92370242543308,0.5325387110060689,68.16495500877681
agx,qwen2.5:0.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,1176.7568250070326,1183.2018375222106,1167.6267149741761,1183.917950023897,140.04951902315952,122.38816901517035,0.8499065251636367,108.7880352209455
agx,qwen2.5:0.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,1771.3928319863044,2358.4531937667634,1183.431625016965,2358.5109370178543,1325.818942990736,122.13518154010853,0.8481602266288112,108.56450900848783
agx,qwen2.5:0.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,2957.8745159960818,4717.429244911182,1177.0241050398909,4737.63243999565,3679.774140426889,122.51816488673413,0.8481092618789374,108.55798552050399
agx,qwen2.5:0.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,5330.543601012323,9454.051844464266,1197.219310037326,9476.523444987833,8409.814525578986,121.91853263536461,0.845641093914937,108.24206002111194
agx,qwen2.5:0.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,2211.2109099980444,2219.8274937807582,2209.960267005954,2220.7848919788375,141.4606299076695,123.22465884890772,0.45156224475411844,115.59993465705432
agx,qwen2.5:1.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,1404.3379650101997,1407.0806889038067,1403.3669459749945,1407.3854360030964,67.52348889713176,47.12577645326918,0.704811206122843,45.10791719186195
agx,qwen2.5:1.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,4016.8097109999508,4030.8348628110252,4000.087354972493,4032.3932130122557,1207.732476585079,45.18852510347105,0.24849857073318474,31.807817053847646
agx,qwen2.5:1.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,2955.3350119967945,2957.457609794801,2935.5614840169437,2957.6934539945796,255.22154641221277,47.03550402801686,0.3389787898224402,43.38928509727234
agx,qwen2.5:1.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,4423.439289530506,5910.522899008356,2949.644732987508,5913.984114013147,3215.7770699996036,47.0979044692006,0.33898213215190826,43.38971291544426
agx,qwen2.5:1.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,7375.850389507832,11785.398102880572,2952.1863120025955,11787.162356020417,9095.41220368119,47.171989800928216,0.33949244054749833,43.455032390079786
agx,qwen2.5:1.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,13258.96548901801,23518.774568857043,2946.6754209715873,23620.828063983936,20821.52381722117,47.21889217548161,0.339555844060256,43.46314803971277
agx,qwen2.5:1.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,5631.57011201838,5637.781873298809,5596.597538969945,5638.472068996634,255.95885471557267,47.39991925284343,0.17784997173645528,45.52959276453255
agx,qwen2.5:3b-instruct-q8_0,i128-o64-c1,3,3,0,3,2235.8634039992467,2236.059443774866,2233.430802996736,2236.081225972157,109.50123101938516,29.636250308710938,0.44442196555474334,28.443005795503574
agx,qwen2.5:3b-instruct-q8_0,i2048-o128-c1,3,3,0,3,6497.499908029567,6511.989154660841,6485.862102999818,6513.599070953205,2039.9979073845316,28.445443096010987,0.15369186803835735,19.67255910890974
agx,qwen2.5:3b-instruct-q8_0,i512-o128-c1,3,3,0,3,4697.470079001505,4704.154444672167,4690.961892018095,4704.897151968908,431.64207141380757,29.773228803512396,0.2128429556117758,27.243898318307302
agx,qwen2.5:3b-instruct-q8_0,i512-o128-c2,6,6,0,3,7046.205872989958,9396.723427737015,4693.881448009051,9398.076689976733,5125.617146492004,29.735428023034455,0.21289807591108847,27.250953716619325
agx,qwen2.5:3b-instruct-q8_0,i512-o128-c4,12,12,0,3,11744.653236994054,18778.135056383326,4699.942904990166,18780.919294978958,14508.10624754522,29.755852083566783,0.21300229580433072,27.264293862954332
agx,qwen2.5:3b-instruct-q8_0,i512-o128-c8,24,24,0,3,21129.77512451471,37519.757023922284,4705.035617982503,37576.67204202153,33255.64869271475,29.771435165930757,0.21309875540091125,27.27664069131664
agx,qwen2.5:3b-instruct-q8_0,i512-o256-c1,3,3,0,3,8981.039703998249,8994.885365158552,8957.483394013252,8996.423771954142,428.8674378534779,29.803287781832456,0.1113730407539049,28.511498432999655
agx,gemma2:2b-instruct-q8_0,i128-o64-c1,3,3,0,3,2744.950588035863,2868.2121463119984,2713.043876050506,2881.9078750093468,710.4094826092478,29.205485624642755,0.35777775553636726,22.897776354327505
agx,gemma2:2b-instruct-q8_0,i2048-o128-c1,3,3,0,3,7246.856311976444,7445.0648555357475,7163.7096690246835,7467.088027042337,2853.8770249986555,27.67223953613483,0.13697960205639576,17.533389063218657
agx,gemma2:2b-instruct-q8_0,i512-o128-c1,3,3,0,3,5864.4318070146255,6392.025306087453,5845.834266045131,6450.646805984434,1949.7985874011647,28.87320389347197,0.16517467156618712,21.14235796047195
agx,gemma2:2b-instruct-q8_0,i512-o128-c2,6,6,0,3,9161.923229024978,12387.176157499198,5727.987941994797,12591.936159005854,7991.089073257172,28.88113470709866,0.1667912241168992,21.349276686963098
agx,gemma2:2b-instruct-q8_0,i512-o128-c4,12,12,0,3,14706.475424492965,23392.63477944478,5834.370641969144,23526.400918024592,19005.545648845145,28.899478285432664,0.17130249835713418,21.926719789713175
agx,gemma2:2b-instruct-q8_0,i512-o128-c8,24,24,0,3,26405.303500010632,46359.64614028926,5855.815746996086,47456.91235503182,41957.491471845424,28.86684811207742,0.17142870221829176,21.942873883941346
agx,gemma2:2b-instruct-q8_0,i512-o256-c1,3,3,0,3,10237.433286034502,10569.189871189883,10146.84510504594,10606.051713984925,1767.232338298345,28.991926828469666,0.09679933376236748,24.780629443166074
spark,llama3.2:1b-instruct-q8_0,i128-o64-c1,3,3,0,3,415.99399798724335,425.0097605967312,403.96185699501075,426.0115119977854,15.710039493569639,157.36663177956683,2.3903826272698154,152.9844881452682
spark,llama3.2:1b-instruct-q8_0,i2048-o128-c1,3,3,0,3,1120.4515169956721,1146.996120599215,1118.037441992783,1149.9455209996086,292.7385375034646,152.56721366617813,0.8843315357726661,113.19443657890126
spark,llama3.2:1b-instruct-q8_0,i512-o128-c1,3,3,0,3,859.0556119888788,878.9626634010347,858.552151999902,881.1745580023853,57.6203151998925,158.25880423635144,1.1541305698333677,147.72871293867107
spark,llama3.2:1b-instruct-q8_0,i512-o128-c2,6,6,0,3,1280.0781710029696,1734.9103815031413,840.4663940018509,1746.9365260039922,927.5217332469765,159.96377354676076,1.1710223409228824,149.89085963812894
spark,llama3.2:1b-instruct-q8_0,i512-o128-c4,12,12,0,3,2117.572338996979,3396.3400637963787,843.0494799977168,3400.7866509928135,2595.464599942352,160.41032773979748,1.1791779133549791,150.93477290943733
spark,llama3.2:1b-instruct-q8_0,i512-o128-c8,24,24,0,3,3868.3846144995186,6840.9397428018565,862.116870994214,6972.6280070026405,6039.120373450714,158.36711876895126,1.1643215577811625,149.0331593959888
spark,llama3.2:1b-instruct-q8_0,i512-o256-c1,3,3,0,3,1634.8737359949155,1675.3831932030153,1622.525451995898,1679.8842440039152,58.17283370561199,161.55150261903495,0.6075479097342525,155.53226489196865
spark,llama3.2:3b-instruct-q8_0,i128-o64-c1,3,3,0,3,1007.3740200023167,1021.4440998097416,999.2711590020917,1023.0074420105666,34.91068531147903,64.67076932552494,0.9866704075142734,63.146906080913496
spark,llama3.2:3b-instruct-q8_0,i2048-o128-c1,3,3,0,3,2736.1998289998155,2738.584180091857,2688.6265500070294,2738.8491079909727,590.4578389046947,59.073311840570895,0.3673044823370058,47.01497373913674
spark,llama3.2:3b-instruct-q8_0,i512-o128-c1,3,3,0,3,2144.4265979953343,2161.1906873979024,2081.364901008783,2163.0533639981877,127.93858249206096,62.99662546422809,0.4695062985290652,60.09680621172035
spark,llama3.2:3b-instruct-q8_0,i512-o128-c2,6,6,0,3,3178.1711539952084,4261.540830251761,2116.8051999993622,4265.287075002561,2254.9718105037755,63.54537016903949,0.47089848174688653,60.275005663601476
spark,llama3.2:3b-instruct-q8_0,i512-o128-c4,12,12,0,3,5328.874781000195,8503.565074950166,2119.2121130006853,8567.13827198837,6534.690935444814,63.659988096946215,0.47139487751875303,60.33854432240039
spark,llama3.2:3b-instruct-q8_0,i512-o128-c8,24,24,0,3,9491.713955001615,16927.24143485102,2092.6076359901344,17037.74905099999,14937.365286699787,63.8446662650608,0.472628055073404,60.49639104939571
spark,llama3.2:3b-instruct-q8_0,i512-o256-c1,3,3,0,3,4129.538039007457,4191.330558505433,4080.3933260031044,4198.196394005208,128.82909839827335,63.732330211448875,0.2417647803412406,61.891783767357595
spark,qwen2.5:0.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,226.62742000829894,228.68303170544095,223.30232900276314,228.9114330051234,12.390341698483098,293.778882427826,4.3760211975768435,280.065356644918
spark,qwen2.5:0.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,636.4695920055965,646.4466634992277,633.2877359964186,647.5552269985201,206.56873289844953,291.52578166784883,1.5616930146545491,199.8967058757823
spark,qwen2.5:0.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,461.9433960033348,464.94852569594514,459.6134970051935,465.28242899512406,45.400239997252356,305.05380476556496,2.1622750392530503,276.77120502439044
spark,qwen2.5:0.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,699.6406625039526,942.7930227466277,467.3054019949632,942.9361399961635,516.7327590024797,299.12024902775227,2.1370518261195652,273.54263374330435
spark,qwen2.5:0.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,1161.4517775014974,1869.236209752853,467.6282300060848,1880.6888239923865,1448.1253439487773,300.6487609599376,2.1472203472521385,274.84420444827373
spark,qwen2.5:0.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,2093.767619000573,3713.93312760556,460.86797601310536,3773.699896992184,3290.871006051748,299.7563548946421,2.1515890405413347,275.40339718929084
spark,qwen2.5:0.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,884.0546030114638,893.398477708979,878.591469998355,894.436686008703,45.80178751057247,303.1344097973041,1.1288049663818664,288.9740713937578
spark,qwen2.5:1.5b-instruct-q8_0,i128-o64-c1,3,3,0,3,527.4184310110286,561.353327902907,527.0634589978727,565.1238720020046,22.40956710302271,124.4650964308152,1.83958442615617,117.73340327399488
spark,qwen2.5:1.5b-instruct-q8_0,i2048-o128-c1,3,3,0,3,1449.9461369996425,1453.6163369979477,1402.1953149931505,1454.0241369977593,345.4828902031295,114.98759129969477,0.6960203102392699,89.09059971062655
spark,qwen2.5:1.5b-instruct-q8_0,i512-o128-c1,3,3,0,3,1117.388837999897,1138.4560767080984,1094.2797099996824,1140.7968810090097,80.16363290371373,122.35503577680515,0.8946359859052787,114.51340619587567
spark,qwen2.5:1.5b-instruct-q8_0,i512-o128-c2,6,6,0,3,1640.385384496767,2222.354144501878,1083.618848992046,2235.7875739980955,1189.7808142530266,125.32464303330664,0.9118974644101678,116.72287544450148
spark,qwen2.5:1.5b-instruct-q8_0,i512-o128-c4,12,12,0,3,2803.326545501477,4503.690830956475,1110.5608549987664,4582.419498008676,3449.643548354652,122.73841749555251,0.893970902759381,114.42827555320076
spark,qwen2.5:1.5b-instruct-q8_0,i512-o128-c8,24,24,0,3,4987.7601449989015,8915.093817797606,1104.2016009887448,8943.48629200249,7891.699992095528,122.96574925164558,0.899362231357388,115.11836561374567
spark,qwen2.5:1.5b-instruct-q8_0,i512-o256-c1,3,3,0,3,2194.528841006104,2218.758800305659,2155.423421994783,2221.4510180056095,82.43610810750397,120.53204261634887,0.456479757885187,116.85881801860788
spark,qwen2.5:3b-instruct-q8_0,i128-o64-c1,3,3,0,3,987.7130509994458,991.904129597242,976.8412380071823,992.3698049969971,38.239512097788975,66.27170135236348,1.011409645473643,64.73021731031315
spark,qwen2.5:3b-instruct-q8_0,i2048-o128-c1,3,3,0,3,2610.2230419928674,2637.3800947068958,2590.0929500057828,2640.3975450084545,606.8640244091512,63.24137439939367,0.3824139298234076,48.94898301739617
spark,qwen2.5:3b-instruct-q8_0,i512-o128-c1,3,3,0,3,2068.773925988353,2094.7545724891825,2060.904109006515,2097.6413109892746,142.85832759487676,65.87160845500995,0.48166747302415525,61.65343654709187
spark,qwen2.5:3b-instruct-q8_0,i512-o128-c2,6,6,0,3,3101.911949997884,4151.09021349781,2066.736826993292,4156.955505997757,2212.021707000531,65.85194676868458,0.48313325027642706,61.841056035382664
spark,qwen2.5:3b-instruct-q8_0,i512-o128-c4,12,12,0,3,5198.135488994012,8340.936923906702,2056.993466001586,8428.650012006983,6396.597356298298,65.89796316039053,0.4814471247035689,61.625231962056816
spark,qwen2.5:3b-instruct-q8_0,i512-o128-c8,24,24,0,3,9282.044644001871,16460.924178642745,2052.340367998113,16598.218901999644,14531.585292649106,66.11769620027832,0.4848565253875083,62.06163524960106
spark,qwen2.5:3b-instruct-q8_0,i512-o256-c1,3,3,0,3,4027.8790400043363,4053.743890696205,3990.769813011866,4056.6177629953017,139.61364189744927,65.59340423594489,0.24843012896699768,63.598113015551405
spark,gemma2:2b-instruct-q8_0,i128-o64-c1,3,3,0,3,961.4018110005418,968.470599091961,945.5238759983331,969.2560199910076,119.51128630025778,74.75340276302815,1.0389298823523194,66.49151247054844
spark,gemma2:2b-instruct-q8_0,i2048-o128-c1,3,3,0,3,2440.066826005932,2458.7955200026045,2379.238018998876,2460.8764860022347,631.588600811665,70.28060222175246,0.4118115432731605,52.71187753896454
spark,gemma2:2b-instruct-q8_0,i512-o128-c1,3,3,0,3,2020.9388980001677,2029.102831298951,1930.0259039882803,2030.0099349988159,288.8354666007217,73.05849914832199,0.5015123195212614,64.19357689872146
spark,gemma2:2b-instruct-q8_0,i512-o128-c2,6,6,0,3,2908.625731994107,3941.3268210009846,1937.8848030028166,3958.8944819988683,2211.5949364961125,75.80926626231971,0.5122701528855987,65.57057956935664
spark,gemma2:2b-instruct-q8_0,i512-o128-c4,12,12,0,3,4915.137065501767,7869.714080158155,1955.736360992887,7902.195643007872,6172.034542949405,74.57125170793682,0.5093746458504793,65.19995466886135
spark,gemma2:2b-instruct-q8_0,i512-o128-c8,24,24,0,3,8809.473139001057,15615.51450545885,1944.0133669995703,15627.411686989944,13921.17967175218,75.11095965218004,0.5125342704701527,65.60438662017954
spark,gemma2:2b-instruct-q8_0,i512-o256-c1,3,3,0,3,3637.8960629954236,3670.150411495706,3606.932311988203,3673.7342279957375,265.4692258016439,75.55582419848605,0.2747336164618093,70.33180581422319
