actual_input_tokens,actual_output_tokens,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens,input_tokens_requested,latency_ms,offered_rps,output_tokens_requested,partial_response,pattern,phase,planned_at,pure_network_ms,reason,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,status,stop_type,target_output_tokens,tokens_cached,ttft_ms,zero_prefix_reuse_verified
512,128,False,i512-o128-c8,1788845482.4631948,8,460.8278209375488,False,1788845482.1876445,1.615285873413086,True,512,512,1194.1565121524036,,128,True,wave,measure,1788845481.2674227,,,i512-o128-c8-5,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845481.269038,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.527, 'prompt_per_token_ms': 0.043998046875, 'prompt_per_second': 22728.28161761442, 'predicted_n': 128, 'predicted_ms': 275.591, 'predicted_per_token_ms': 2.1700078740157482, 'predicted_per_second': 460.8278209375488}",ok,limit,128,639,918.6065271496773,True
512,128,False,i512-o128-c8,1788845482.7731204,8,442.551886595208,False,1788845482.4860358,1.9865036010742188,True,512,512,1503.7112219724804,,128,True,wave,measure,1788845481.2674227,,,i512-o128-c8-6,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845481.2694092,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.793, 'prompt_per_token_ms': 0.044517578125, 'prompt_per_second': 22463.03689729303, 'predicted_n': 128, 'predicted_ms': 286.972, 'predicted_per_token_ms': 2.259622047244094, 'predicted_per_second': 442.551886595208}",ok,limit,128,639,1216.6263330727816,True
512,128,False,i512-o128-c8,1788845483.0662084,8,470.6632274896973,False,1788845482.795883,2.5048255920410156,True,512,512,1796.280771959573,,128,True,wave,measure,1788845481.2674227,,,i512-o128-c8-7,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845481.2699275,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.561, 'prompt_per_token_ms': 0.044064453125, 'prompt_per_second': 22694.029519968088, 'predicted_n': 128, 'predicted_ms': 269.832, 'predicted_per_token_ms': 2.1246614173228346, 'predicted_per_second': 470.6632274896973}",ok,limit,128,639,1525.9559319820255,True
512,128,False,i512-o128-c8,1788845483.35841,8,470.67194906365927,False,1788845483.0884647,0.7870197296142578,True,512,512,2090.2002579532564,,128,True,wave,measure,1788845481.2674227,,,i512-o128-c8-2,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845481.2682097,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.561, 'prompt_per_token_ms': 0.044064453125, 'prompt_per_second': 22694.029519968088, 'predicted_n': 128, 'predicted_ms': 269.827, 'predicted_per_token_ms': 2.1246220472440944, 'predicted_per_second': 470.67194906365927}",ok,limit,128,639,1820.2550730202347,True
512,128,False,i512-o128-c8,1788845483.6506152,8,471.34623164254884,False,1788845483.3811789,1.1534690856933594,True,512,512,2382.038975832984,,128,True,wave,measure,1788845481.2674227,,,i512-o128-c8-4,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845481.2685761,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.574, 'prompt_per_token_ms': 0.04408984375, 'prompt_per_second': 22680.960396916806, 'predicted_n': 128, 'predicted_ms': 269.441, 'predicted_per_token_ms': 2.121582677165354, 'predicted_per_second': 471.34623164254884}",ok,limit,128,639,2112.6026359852403,True
128,128,False,i128-o128-c1,1788845483.94438,1,457.2654804167957,False,1788845483.6664877,0.21505355834960938,True,128,128,284.7660679835826,,128,True,wave,measure,1788845483.6593988,,,i128-o128-c1-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845483.6596138,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 5.93, 'prompt_per_token_ms': 0.046328125, 'prompt_per_second': 21585.16020236088, 'predicted_n': 128, 'predicted_ms': 277.738, 'predicted_per_token_ms': 2.1869133858267715, 'predicted_per_second': 457.2654804167957}",ok,limit,128,255,6.873740116134286,True
2048,128,False,i2048-o128-c1,1788845484.4178314,1,419.0561667249606,False,1788845484.1150088,0.11301040649414062,True,2048,2048,415.81976995803416,,128,True,wave,measure,1788845484.0018983,,,i2048-o128-c1-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845484.0020113,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 111.385, 'prompt_per_token_ms': 0.05438720703125, 'prompt_per_second': 18386.67684158549, 'predicted_n': 128, 'predicted_ms': 303.062, 'predicted_per_token_ms': 2.3863149606299214, 'predicted_per_second': 419.0561667249606}",ok,limit,128,2175,112.9979700781405,True
512,64,False,i512-o64-c1,1788845484.6059914,1,433.01052284302335,False,1788845484.4604294,0.09655952453613281,True,512,512,169.59942714311182,,64,True,wave,measure,1788845484.4362953,,,i512-o64-c1-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845484.4363918,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.983, 'prompt_per_token_ms': 0.044888671875, 'prompt_per_second': 22277.33542183353, 'predicted_n': 64, 'predicted_ms': 145.493, 'predicted_per_token_ms': 2.3094126984126984, 'predicted_per_second': 433.01052284302335}",ok,limit,64,575,24.037771159783006,True
512,256,False,i512-o256-c1,1788845485.200486,1,460.7770327043275,False,1788845484.6472077,0.14209747314453125,True,512,512,577.3349930532277,,256,True,wave,measure,1788845484.6230085,,,i512-o256-c1-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845484.6231506,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.824, 'prompt_per_token_ms': 0.044578125, 'prompt_per_second': 22432.52716438836, 'predicted_n': 256, 'predicted_ms': 553.413, 'predicted_per_token_ms': 2.1702470588235294, 'predicted_per_second': 460.7770327043275}",ok,limit,256,767,24.05724418349564,True
128,64,False,i128-o64-c4,1788845485.3553855,4,454.22756079799854,False,1788845485.216583,0.21600723266601562,True,128,128,146.08281198889017,,64,True,wave,measure,1788845485.2090864,,,i128-o64-c4-1,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845485.2093024,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 5.926, 'prompt_per_token_ms': 0.046296875, 'prompt_per_second': 21599.730003374956, 'predicted_n': 64, 'predicted_ms': 138.697, 'predicted_per_token_ms': 2.2015396825396825, 'predicted_per_second': 454.22756079799854}",ok,limit,64,191,7.280177902430296,True
128,64,False,i128-o64-c4,1788845485.4986331,4,458.96957687376147,False,1788845485.3611147,0.09083747863769531,True,128,128,289.4557600375265,,64,True,wave,measure,1788845485.2090864,,,i128-o64-c4-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845485.2091773,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 5.863, 'prompt_per_token_ms': 0.0458046875, 'prompt_per_second': 21831.826709875488, 'predicted_n': 64, 'predicted_ms': 137.264, 'predicted_per_token_ms': 2.178793650793651, 'predicted_per_second': 458.96957687376147}",ok,limit,64,191,151.93712105974555,True
128,64,False,i128-o64-c4,1788845485.6510813,4,430.74861374156444,False,1788845485.504558,0.5283355712890625,True,128,128,441.4662360213697,,64,True,wave,measure,1788845485.2090864,,,i128-o64-c4-3,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845485.2096148,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 5.925, 'prompt_per_token_ms': 0.0462890625, 'prompt_per_second': 21603.37552742616, 'predicted_n': 64, 'predicted_ms': 146.257, 'predicted_per_token_ms': 2.3215396825396826, 'predicted_per_second': 430.74861374156444}",ok,limit,64,191,294.94697879999876,True
128,64,False,i128-o64-c4,1788845485.7974803,4,447.7484648624062,False,1788845485.6568096,0.26988983154296875,True,128,128,588.1239960435778,,64,True,wave,measure,1788845485.2090864,,,i128-o64-c4-2,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845485.2093563,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 5.926, 'prompt_per_token_ms': 0.046296875, 'prompt_per_second': 21599.730003374956, 'predicted_n': 64, 'predicted_ms': 140.704, 'predicted_per_token_ms': 2.2333968253968255, 'predicted_per_second': 447.7484648624062}",ok,limit,64,191,447.4530699662864,True
2048,256,False,i2048-o256-c1,1788845486.565005,1,425.6008064718027,False,1788845485.9658809,0.14710426330566406,True,2048,2048,712.2627440840006,,256,True,wave,measure,1788845485.852595,,,i2048-o256-c1-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845485.8527422,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 111.836, 'prompt_per_token_ms': 0.054607421875, 'prompt_per_second': 18312.529060409885, 'predicted_n': 256, 'predicted_ms': 599.153, 'predicted_per_token_ms': 2.3496196078431373, 'predicted_per_second': 425.6008064718027}",ok,limit,256,2303,113.1386561319232,True
512,128,False,rate-0.5,1788845486.8800135,8,436.76982917828803,False,1788845486.5891714,0.10633468627929688,True,512,512,314.4124869722873,1.6776329108876453,128,True,open-loop,measure,1788845486.5654948,,,rate-0.5-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845486.565601,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.825, 'prompt_per_token_ms': 0.044580078125, 'prompt_per_second': 22431.544359255204, 'predicted_n': 128, 'predicted_ms': 290.771, 'predicted_per_token_ms': 2.289535433070866, 'predicted_per_second': 436.76982917828803}",ok,limit,128,639,23.570521036162972,True
512,128,False,rate-0.5,1788845487.4819922,8,436.71425820472615,False,1788845487.191338,0.5519390106201172,True,512,512,319.86681488342583,1.6776329108876453,128,True,open-loop,measure,1788845487.1615727,,,rate-0.5-1,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845487.1621246,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 26.062, 'prompt_per_token_ms': 0.05090234375, 'prompt_per_second': 19645.460824188474, 'predicted_n': 128, 'predicted_ms': 290.808, 'predicted_per_token_ms': 2.2898267716535434, 'predicted_per_second': 436.71425820472615}",ok,limit,128,639,29.213150031864643,True
512,128,False,rate-0.5,1788845488.061516,8,464.240674062837,False,1788845487.7879174,0.24318695068359375,True,512,512,303.62063902430236,1.6776329108876453,128,True,open-loop,measure,1788845487.7576506,,,rate-0.5-2,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845487.7578938,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 27.174, 'prompt_per_token_ms': 0.05307421875, 'prompt_per_second': 18841.539707072938, 'predicted_n': 128, 'predicted_ms': 273.565, 'predicted_per_token_ms': 2.1540551181102363, 'predicted_per_second': 464.240674062837}",ok,limit,128,639,30.022185062989593,True
512,128,False,rate-0.5,1788845488.6545162,8,467.8578006999448,False,1788845488.382794,0.5075931549072266,True,512,512,300.27944780886173,1.6776329108876453,128,True,open-loop,measure,1788845488.3537285,,,rate-0.5-3,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845488.3542361,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 25.531, 'prompt_per_token_ms': 0.049865234375, 'prompt_per_second': 20054.051936861073, 'predicted_n': 128, 'predicted_ms': 271.45, 'predicted_per_token_ms': 2.1374015748031496, 'predicted_per_second': 467.8578006999448}",ok,limit,128,639,28.557237004861236,True
512,128,False,rate-0.5,1788845489.2516508,8,466.1936208561077,False,1788845488.979131,0.3402233123779297,True,512,512,301.50257097557187,1.6776329108876453,128,True,open-loop,measure,1788845488.9498067,,,rate-0.5-4,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845488.950147,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 25.73, 'prompt_per_token_ms': 0.05025390625, 'prompt_per_second': 19898.950641274776, 'predicted_n': 128, 'predicted_ms': 272.419, 'predicted_per_token_ms': 2.145031496062992, 'predicted_per_second': 466.1936208561077}",ok,limit,128,639,28.98304699920118,True
512,128,False,rate-0.5,1788845489.8480966,8,466.41619749604286,False,1788845489.5757642,0.4200935363769531,True,512,512,301.79053312167525,1.6776329108876453,128,True,open-loop,measure,1788845489.5458846,,,rate-0.5-5,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845489.5463047,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 26.062, 'prompt_per_token_ms': 0.05090234375, 'prompt_per_second': 19645.460824188474, 'predicted_n': 128, 'predicted_ms': 272.289, 'predicted_per_token_ms': 2.144007874015748, 'predicted_per_second': 466.41619749604286}",ok,limit,128,639,29.45884899236262,True
512,128,False,rate-0.5,1788845490.4519203,8,452.3871436560718,False,1788845490.171536,0.5290508270263672,True,512,512,309.42680197767913,1.6776329108876453,128,True,open-loop,measure,1788845490.1419625,,,rate-0.5-6,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845490.1424916,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 25.912, 'prompt_per_token_ms': 0.050609375, 'prompt_per_second': 19759.184933621487, 'predicted_n': 128, 'predicted_ms': 280.733, 'predicted_per_token_ms': 2.210496062992126, 'predicted_per_second': 452.3871436560718}",ok,limit,128,639,29.042256996035576,True
512,128,False,rate-0.5,1788845491.0431507,8,466.7847717900277,False,1788845490.7709763,0.6530284881591797,True,512,512,304.45557995699346,1.6776329108876453,128,True,open-loop,measure,1788845490.7380404,,,rate-0.5-7,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845490.7386935,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 29.22, 'prompt_per_token_ms': 0.0570703125, 'prompt_per_second': 17522.24503764545, 'predicted_n': 128, 'predicted_ms': 272.074, 'predicted_per_token_ms': 2.142314960629921, 'predicted_per_second': 466.7847717900277}",ok,limit,128,639,32.281575025990605,True
512,128,False,rate-0.5,1788845491.6364923,8,467.2003296153507,False,1788845491.3649523,0.5481243133544922,True,512,512,301.8245850689709,1.6776329108876453,128,True,open-loop,measure,1788845491.3341184,,,rate-0.5-8,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845491.3346665,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 26.626, 'prompt_per_token_ms': 0.05200390625, 'prompt_per_second': 19229.324720198303, 'predicted_n': 128, 'predicted_ms': 271.832, 'predicted_per_token_ms': 2.1404094488188976, 'predicted_per_second': 467.2003296153507}",ok,limit,128,639,30.285401036962867,True
512,128,False,rate-0.5,1788845492.228956,8,470.0796174218169,False,1788845491.9587064,0.2231597900390625,True,512,512,298.5360538586974,1.6776329108876453,128,True,open-loop,measure,1788845491.9301963,,,rate-0.5-9,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845491.9304194,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 26.094, 'prompt_per_token_ms': 0.05096484375, 'prompt_per_second': 19621.368897064458, 'predicted_n': 128, 'predicted_ms': 270.167, 'predicted_per_token_ms': 2.127299212598425, 'predicted_per_second': 470.0796174218169}",ok,limit,128,639,28.286677785217762,True
512,128,False,rate-0.5,1788845492.8336775,8,460.7358713712515,False,1788845492.5575354,0.5261898040771484,True,512,512,306.87669897451997,1.6776329108876453,128,True,open-loop,measure,1788845492.5262744,,,rate-0.5-10,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845492.5268006,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 27.747, 'prompt_per_token_ms': 0.054193359375, 'prompt_per_second': 18452.445309402818, 'predicted_n': 128, 'predicted_ms': 275.646, 'predicted_per_token_ms': 2.1704409448818898, 'predicted_per_second': 460.7358713712515}",ok,limit,128,639,30.7344370521605,True
512,128,False,rate-0.5,1788845493.4307194,8,453.6589199345588,False,1788845493.151024,0.5068778991699219,True,512,512,307.8593211248517,1.6776329108876453,128,True,open-loop,measure,1788845493.1223524,,,rate-0.5-11,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845493.1228592,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 24.869, 'prompt_per_token_ms': 0.048572265625, 'prompt_per_second': 20587.880493787445, 'predicted_n': 128, 'predicted_ms': 279.946, 'predicted_per_token_ms': 2.2042992125984253, 'predicted_per_second': 453.6589199345588}",ok,limit,128,639,28.164886170998216,True
512,128,False,rate-0.5,1788845494.0177321,8,467.3791438497321,False,1788845493.7462468,0.2892017364501953,True,512,512,299.0118279121816,1.6776329108876453,128,True,open-loop,measure,1788845493.7184303,,,rate-0.5-12,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845493.7187195,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 26.062, 'prompt_per_token_ms': 0.05090234375, 'prompt_per_second': 19645.460824188474, 'predicted_n': 128, 'predicted_ms': 271.728, 'predicted_per_token_ms': 2.1395905511811026, 'predicted_per_second': 467.3791438497321}",ok,limit,128,639,27.52671600319445,True
512,128,False,rate-0.5,1788845494.6143794,8,465.1503497784127,False,1788845494.3412266,0.4913806915283203,True,512,512,299.3793380446732,1.6776329108876453,128,True,open-loop,measure,1788845494.3145082,,,rate-0.5-13,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845494.3149996,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 23.243, 'prompt_per_token_ms': 0.045396484375, 'prompt_per_second': 22028.137503764574, 'predicted_n': 128, 'predicted_ms': 273.03, 'predicted_per_token_ms': 2.149842519685039, 'predicted_per_second': 465.1503497784127}",ok,limit,128,639,26.226478861644864,True
512,128,False,rate-0.5,1788845495.2130253,8,465.54252199413486,False,1788845494.94009,0.4181861877441406,True,512,512,302.0195169374347,1.6776329108876453,128,True,open-loop,measure,1788845494.910586,,,rate-0.5-14,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845494.9110043,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 25.688, 'prompt_per_token_ms': 0.050171875, 'prompt_per_second': 19931.485518530055, 'predicted_n': 128, 'predicted_ms': 272.8, 'predicted_per_token_ms': 2.148031496062992, 'predicted_per_second': 465.54252199413486}",ok,limit,128,639,29.084796085953712,True
512,128,False,rate-0.5,1788845495.808948,8,464.8098671448962,False,1788845495.5358434,0.5254745483398438,True,512,512,301.7573088873178,1.6776329108876453,128,True,open-loop,measure,1788845495.506664,,,rate-0.5-15,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845495.5071895,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 25.777, 'prompt_per_token_ms': 0.050345703125, 'prompt_per_second': 19862.66827016332, 'predicted_n': 128, 'predicted_ms': 273.23, 'predicted_per_token_ms': 2.1514173228346456, 'predicted_per_second': 464.8098671448962}",ok,limit,128,639,28.65358581766486,True
512,128,False,rate-0.5,1788845496.406341,8,466.23298433163484,False,1788845496.1334615,0.4482269287109375,True,512,512,303.1488200649619,1.6776329108876453,128,True,open-loop,measure,1788845496.1027422,,,rate-0.5-16,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845496.1031904,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 27.213, 'prompt_per_token_ms': 0.053150390625, 'prompt_per_second': 18814.537169735053, 'predicted_n': 128, 'predicted_ms': 272.396, 'predicted_per_token_ms': 2.1448503937007874, 'predicted_per_second': 466.23298433163484}",ok,limit,128,639,30.268999049440026,True
512,128,False,rate-1.2,1788845496.704766,8,468.01124701044,False,1788845496.4322033,0.46706199645996094,True,512,512,297.300353879109,4.026318986130349,128,True,open-loop,measure,1788845496.4069974,,,rate-1.2-0,etri-ser0002-CGNMSB,False,sweep-rtx5080-c,etri-ser0002-cgnmsb,1788845496.4074645,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 22.674, 'prompt_per_token_ms': 0.04428515625, 'prompt_per_second': 22580.92969921496, 'predicted_n': 128, 'predicted_ms': 271.361, 'predicted_per_token_ms': 2.136700787401575, 'predicted_per_second': 468.01124701044}",ok,limit,128,639,24.738149950280786,True
