actual_node,completed_timestamp,dispatched_timestamp,identity_verified,latency_ms,model_digest,phase,ready_observed_at,request_id,response,scheduled_offset,selected_node,status,timestamp,tokens_per_second,ttft_ms
etri-dev0001-jetorn,1788760681.2130888,1788760680.9421582,True,285.9759330749512,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-10,Edge computing reduces latency by processing data closer,10.0,nano,ok,1788760680.9271135,39.466,73.16168917846679
etri-dev0001-jetorn,1788760681.4564123,1788760681.017701,True,445.9657669067383,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-11,Edge computing reduces latency by processing data closer,10.083333333333334,nano,ok,1788760681.0104468,39.344,231.10712368774415
etri-dev0001-jetorn,1788760681.6644895,1788760681.0942695,True,570.7101821899414,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-12,Edge computing reduces latency by processing data closer,10.166666666666666,nano,ok,1788760681.0937803,47.565,391.6202349243164
etri-dev0001-jetorn,1788760681.8591146,1788760681.1959102,True,682.0015907287598,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-13,Edge computing reduces latency by processing data closer,10.25,nano,ok,1788760681.1771135,49.593,501.0286823577881
etri-dev0001-jetorn,1788760682.0535233,1788760681.404571,True,709.7432613372803,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-15,Edge computing reduces latency by processing data closer,10.416666666666666,nano,ok,1788760681.3437803,49.605,538.2727772064209
etri-dev0001-jetorn,1788760682.2495375,1788760681.404473,True,989.0918731689453,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760680.741344,7e8b912a7814-14,Edge computing reduces latency by processing data closer,10.333333333333334,nano,ok,1788760681.2604468,49.694,810.3732794494629
etri-dev0001-jetorn,1788760682.4457,1788760681.4310722,True,1018.587589263916,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-16,Edge computing reduces latency by processing data closer,10.5,nano,ok,1788760681.4271135,49.539,855.6317020874023
etri-dev0001-jetorn,1788760682.641481,1788760681.5318756,True,1131.0348510742188,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-17,Edge computing reduces latency by processing data closer,10.583333333333334,nano,ok,1788760681.5104468,49.565,958.7388234710693
etri-dev0001-jetorn,1788760682.8381183,1788760681.6072278,True,1244.3387508392334,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-18,Edge computing reduces latency by processing data closer,10.666666666666666,nano,ok,1788760681.5937803,49.581,1072.5415231170655
etri-dev0001-jetorn,1788760683.0354426,1788760681.6833267,True,1358.3290576934814,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-19,Edge computing reduces latency by processing data closer,10.75,nano,ok,1788760681.6771135,49.649,1185.8601881713867
etri-dev0001-jetorn,1788760683.23267,1788760681.7632382,True,1472.2235202789307,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-20,Edge computing reduces latency by processing data closer,10.833333333333334,nano,ok,1788760681.7604468,49.607,1304.666404724121
etri-dev0001-jetorn,1788760683.4298556,1788760681.864704,True,1586.076021194458,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-21,Edge computing reduces latency by processing data closer,10.916666666666666,nano,ok,1788760681.8437803,49.844,1414.2966145019532
etri-dev0001-jetorn,1788760683.6265688,1788760681.9513743,True,1699.455976486206,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760681.4268239,7e8b912a7814-22,Edge computing reduces latency by processing data closer,11.0,nano,ok,1788760681.9271135,49.785,1526.3107593536376
etri-dev0001-jetorn,1788760683.823401,1788760682.0112197,True,1812.9549026489258,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-23,Edge computing reduces latency by processing data closer,11.083333333333334,nano,ok,1788760682.0104468,49.545,1641.0359530334472
etri-dev0001-jetorn,1788760684.0201313,1788760682.1118996,True,1926.351547241211,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-24,Edge computing reduces latency by processing data closer,11.166666666666666,nano,ok,1788760682.0937803,49.539,1755.0683351745606
etri-dev0001-jetorn,1788760684.21634,1788760682.1872275,True,2039.226770401001,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-25,Edge computing reduces latency by processing data closer,11.25,nano,ok,1788760682.1771135,49.662,1868.8679545440673
etri-dev0001-jetorn,1788760684.4136422,1788760682.26665,True,2153.19561958313,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-26,Edge computing reduces latency by processing data closer,11.333333333333334,nano,ok,1788760682.2604468,49.57,1982.4041745910645
etri-dev0001-jetorn,1788760684.6118193,1788760682.3671756,True,2268.0394649505615,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-27,Edge computing reduces latency by processing data closer,11.416666666666666,nano,ok,1788760682.3437803,49.645,2093.949299911499
etri-dev0001-jetorn,1788760684.8094585,1788760682.4436605,True,2382.34543800354,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-28,Edge computing reduces latency by processing data closer,11.5,nano,ok,1788760682.4271135,49.6,2209.3839646453857
etri-dev0001-jetorn,1788760685.0069864,1788760682.520253,True,2496.5405464172363,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.0001593,7e8b912a7814-29,Edge computing reduces latency by processing data closer,11.583333333333334,nano,ok,1788760682.5104468,49.296,2327.761156158447
etri-dev0001-jetorn,1788760685.2044415,1788760682.5956566,True,2610.661268234253,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.529354,7e8b912a7814-30,Edge computing reduces latency by processing data closer,11.666666666666666,nano,ok,1788760682.5937803,49.434,2439.275354217529
etri-dev0001-jetorn,1788760685.4025173,1788760682.6967676,True,2725.4045009613037,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.529354,7e8b912a7814-31,Edge computing reduces latency by processing data closer,11.75,nano,ok,1788760682.6771135,49.461,2558.461035568237
etri-dev0001-jetorn,1788760685.598512,1788760682.7718394,True,2838.0653858184814,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.529354,7e8b912a7814-32,Edge computing reduces latency by processing data closer,11.833333333333334,nano,ok,1788760682.7604468,49.736,2666.159593383789
etri-dev0001-jetorn,1788760685.79636,1788760682.8480437,True,2952.580213546753,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.529354,7e8b912a7814-33,Edge computing reduces latency by processing data closer,11.916666666666666,nano,ok,1788760682.8437803,49.535,2780.379401031494
etri-dev0001-jetorn,1788760686.0085502,1788760682.9484918,True,3081.4368724823,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760682.529354,7e8b912a7814-34,Edge computing reduces latency by processing data closer,12.0,nano,ok,1788760682.9271135,49.703,2895.2382787323
etri-dev0001-jetorn,1788760686.1904259,1788760683.058513,True,3179.9800395965576,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.0560439,7e8b912a7814-35,Edge computing reduces latency by processing data closer,12.083333333333334,nano,ok,1788760683.0104468,49.562,3007.3611392211915
etri-dev0001-jetorn,1788760686.3873699,1788760683.2343855,True,3293.590307235718,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.0560439,7e8b912a7814-36,Edge computing reduces latency by processing data closer,12.166666666666666,nano,ok,1788760683.0937803,49.588,3118.6922112579346
etri-dev0001-jetorn,1788760686.5840378,1788760683.4550056,True,3406.9254398345947,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.0560439,7e8b912a7814-37,Edge computing reduces latency by processing data closer,12.25,nano,ok,1788760683.1771135,49.586,3235.0691127319337
etri-dev0001-jetorn,1788760686.7791903,1788760683.630973,True,3518.7442302703857,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.579041,7e8b912a7814-38,Edge computing reduces latency by processing data closer,12.333333333333334,nano,ok,1788760683.2604468,49.556,3346.9553137817384
etri-dev0001-jetorn,1788760686.9761314,1788760683.8362355,True,3632.351875305176,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.579041,7e8b912a7814-39,Edge computing reduces latency by processing data closer,12.416666666666666,nano,ok,1788760683.3437803,49.667,3461.455244064331
etri-dev0001-jetorn,1788760687.172869,1788760684.026857,True,3745.755910873413,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760683.579041,7e8b912a7814-40,Edge computing reduces latency by processing data closer,12.5,nano,ok,1788760683.4271135,49.739,3573.011366241455
etri-dev0001-jetorn,1788760687.37059,1788760684.2212331,True,3860.1434230804443,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760684.1154253,7e8b912a7814-41,Edge computing reduces latency by processing data closer,12.583333333333334,nano,ok,1788760683.5104468,49.508,3689.8663426208495
etri-dev0001-jetorn,1788760687.5681791,1788760684.4167392,True,3974.400281906128,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760684.1154253,7e8b912a7814-42,Edge computing reduces latency by processing data closer,12.666666666666666,nano,ok,1788760683.5937803,49.545,3801.830946228027
etri-dev0001-jetorn,1788760687.7666779,1788760684.6178024,True,4089.5650386810303,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760684.1154253,7e8b912a7814-43,Edge computing reduces latency by processing data closer,12.75,nano,ok,1788760683.6771135,49.47,3911.6598484954834
etri-dev0001-jetorn,1788760687.9725366,1788760684.8445148,True,4212.090015411377,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760684.6457312,7e8b912a7814-44,Edge computing reduces latency by processing data closer,12.833333333333334,nano,ok,1788760683.7604468,49.572,4028.828059921265
etri-dev0001-jetorn,1788760688.1616576,1788760685.020556,True,4317.877531051636,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760684.6457312,7e8b912a7814-45,Edge computing reduces latency by processing data closer,12.916666666666666,nano,ok,1788760683.8437803,49.449,4143.690693893433
etri-dev0001-jetorn,1788760688.358356,1788760685.2208717,True,4431.242942810059,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.2057126,7e8b912a7814-46,Edge computing reduces latency by processing data closer,13.0,nano,ok,1788760683.9271135,49.674,4259.595153915405
etri-dev0001-jetorn,1788760688.5549612,1788760685.4176042,True,4544.514894485474,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.2057126,7e8b912a7814-47,Edge computing reduces latency by processing data closer,13.083333333333334,nano,ok,1788760684.0104468,49.712,4372.29742111206
etri-dev0001-jetorn,1788760688.7516544,1788760685.6188366,True,4657.874822616577,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.2057126,7e8b912a7814-48,Edge computing reduces latency by processing data closer,13.166666666666666,nano,ok,1788760684.0937803,49.794,4486.1203621521
etri-dev0001-jetorn,1788760688.9494047,1788760685.8204012,True,4772.291421890259,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.7376025,7e8b912a7814-49,Edge computing reduces latency by processing data closer,13.25,nano,ok,1788760684.1771135,49.75,4593.619658691407
etri-dev0001-jetorn,1788760689.1476235,1788760686.033357,True,4887.177467346191,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.7376025,7e8b912a7814-50,Edge computing reduces latency by processing data closer,13.333333333333334,nano,ok,1788760684.2604468,49.658,4713.803118103027
etri-dev0001-jetorn,1788760689.3459241,1788760686.2645428,True,5002.274751663208,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760685.7376025,7e8b912a7814-51,Edge computing reduces latency by processing data closer,13.416666666666666,nano,ok,1788760684.3437803,49.795,4828.776538909912
etri-dev0001-jetorn,1788760689.5405152,1788760686.3945656,True,5113.401651382446,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760686.2898777,7e8b912a7814-52,Edge computing reduces latency by processing data closer,13.5,nano,ok,1788760684.4271135,49.841,4939.7350492553705
etri-dev0001-jetorn,1788760689.7370923,1788760686.5958092,True,5226.646423339844,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760686.2898777,7e8b912a7814-53,Edge computing reduces latency by processing data closer,13.583333333333334,nano,ok,1788760684.5104468,49.703,5051.161434387207
etri-dev0001-jetorn,1788760689.935009,1788760686.7971385,True,5341.229200363159,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760686.2898777,7e8b912a7814-54,Edge computing reduces latency by processing data closer,13.666666666666666,nano,ok,1788760684.5937803,49.235,5169.621173370361
etri-dev0001-jetorn,1788760690.1311626,1788760686.9984033,True,5454.049348831177,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760686.8194425,7e8b912a7814-55,Edge computing reduces latency by processing data closer,13.75,nano,ok,1788760684.6771135,49.718,5282.5587777557375
etri-dev0001-jetorn,1788760690.329092,1788760687.174483,True,5568.645477294922,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760686.8194425,7e8b912a7814-56,Edge computing reduces latency by processing data closer,13.833333333333334,nano,ok,1788760684.7604468,49.662,5393.671273956299
etri-dev0001-jetorn,1788760690.5301526,1788760687.4110231,True,5686.372518539429,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.3675244,7e8b912a7814-57,Edge computing reduces latency by processing data closer,13.916666666666666,nano,ok,1788760684.8437803,49.101,5513.3548607940675
etri-dev0001-jetorn,1788760690.7292936,1788760687.5871823,True,5802.181005477905,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.3675244,7e8b912a7814-58,Edge computing reduces latency by processing data closer,14.0,nano,ok,1788760684.9271135,49.533,5630.02375038147
etri-dev0001-jetorn,1788760690.9258382,1788760687.788369,True,5915.3923988342285,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.3675244,7e8b912a7814-59,Edge computing reduces latency by processing data closer,14.083333333333332,nano,ok,1788760685.0104468,49.571,5743.7611534729
etri-dev0001-jetorn,1788760691.122058,1788760687.9944239,True,6028.278589248657,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.909752,7e8b912a7814-60,Edge computing reduces latency by processing data closer,14.166666666666668,nano,ok,1788760685.0937803,49.824,5851.867587112427
etri-dev0001-jetorn,1788760691.3196812,1788760688.1705024,True,6142.568349838257,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.909752,7e8b912a7814-61,Edge computing reduces latency by processing data closer,14.25,nano,ok,1788760685.1771135,49.715,5970.877891220092
etri-dev0001-jetorn,1788760691.5190036,1788760688.3718781,True,6258.557081222534,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760687.909752,7e8b912a7814-62,Edge computing reduces latency by processing data closer,14.333333333333332,nano,ok,1788760685.2604468,49.545,6083.453360244751
etri-dev0001-jetorn,1788760691.7148883,1788760688.5744715,True,6371.108531951904,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760688.4564493,7e8b912a7814-63,Edge computing reduces latency by processing data closer,14.416666666666668,nano,ok,1788760685.3437803,49.572,6200.393194534302
etri-dev0001-jetorn,1788760691.9124649,1788760688.7753832,True,6485.3515625,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760688.4564493,7e8b912a7814-64,Edge computing reduces latency by processing data closer,14.5,nano,ok,1788760685.4271135,49.593,6313.536701004028
etri-dev0001-jetorn,1788760692.1122663,1788760688.9807987,True,6601.81999206543,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760688.4564493,7e8b912a7814-65,Edge computing reduces latency by processing data closer,14.583333333333332,nano,ok,1788760685.5104468,49.727,6427.5579344329835
etri-dev0001-jetorn,1788760692.3106883,1788760689.1568031,True,6716.908931732178,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760688.9828794,7e8b912a7814-66,Edge computing reduces latency by processing data closer,14.666666666666668,nano,ok,1788760685.5937803,49.529,6549.00785194397
etri-dev0001-jetorn,1788760692.5080056,1788760689.3580189,True,6830.892562866211,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760688.9828794,7e8b912a7814-67,Edge computing reduces latency by processing data closer,14.75,nano,ok,1788760685.6771135,49.543,6664.522342102051
etri-dev0001-jetorn,1788760692.7040856,1788760689.5614343,True,6943.638801574707,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760689.5371525,7e8b912a7814-68,Edge computing reduces latency by processing data closer,14.833333333333332,nano,ok,1788760685.7604468,49.685,6772.805482070923
etri-dev0001-jetorn,1788760692.9020717,1788760689.7376494,True,7058.292388916016,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760689.5371525,7e8b912a7814-69,Edge computing reduces latency by processing data closer,14.916666666666668,nano,ok,1788760685.8437803,49.547,6879.075161605835
etri-dev0001-jetorn,1788760693.0983324,1788760689.9392033,True,7171.21958732605,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760689.5371525,7e8b912a7814-70,Edge computing reduces latency by processing data closer,15.0,nano,ok,1788760685.9271135,49.644,6993.477729309082
etri-dev0001-jetorn,1788760693.2948115,1788760690.132234,True,7284.36541557312,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.0598085,7e8b912a7814-71,Edge computing reduces latency by processing data closer,15.083333333333332,nano,ok,1788760686.0104468,49.406,7125.967309646607
etri-dev0001-jetorn,1788760693.4900796,1788760690.3330944,True,7396.299839019775,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.0598085,7e8b912a7814-72,Edge computing reduces latency by processing data closer,15.166666666666668,nano,ok,1788760686.0937803,49.744,7226.192079284669
etri-dev0001-jetorn,1788760693.6875207,1788760690.5343018,True,7510.4079246521,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.0598085,7e8b912a7814-73,Edge computing reduces latency by processing data closer,15.25,nano,ok,1788760686.1771135,49.805,7344.922224792481
etri-dev0001-jetorn,1788760693.8820937,1788760690.7448041,True,7621.647357940674,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.6182547,7e8b912a7814-74,Edge computing reduces latency by processing data closer,15.333333333333332,nano,ok,1788760686.2604468,49.738,7451.073357025147
etri-dev0001-jetorn,1788760694.0788124,1788760690.9462755,True,7735.033273696899,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.6182547,7e8b912a7814-75,Edge computing reduces latency by processing data closer,15.416666666666668,nano,ok,1788760686.3437803,49.651,7563.274193481446
etri-dev0001-jetorn,1788760694.2888927,1788760691.1231863,True,7861.7799282073975,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760690.6182547,7e8b912a7814-76,Edge computing reduces latency by processing data closer,15.5,nano,ok,1788760686.4271135,49.349,7689.095816848755
etri-dev0001-jetorn,1788760694.4864454,1788760691.3242872,True,7975.999593734741,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760691.1517644,7e8b912a7814-77,Edge computing reduces latency by processing data closer,15.583333333333332,nano,ok,1788760686.5104468,49.544,7803.37938925171
etri-dev0001-jetorn,1788760694.683232,1788760691.5306008,True,8089.452266693115,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760691.1517644,7e8b912a7814-78,Edge computing reduces latency by processing data closer,15.666666666666668,nano,ok,1788760686.5937803,49.577,7916.89850704956
etri-dev0001-jetorn,1788760694.921178,1788760691.7223756,True,8244.064807891846,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760691.6957374,7e8b912a7814-79,Edge computing reduces latency by processing data closer,15.75,nano,ok,1788760686.6771135,49.657,8032.133098312378
etri-dev0001-jetorn,1788760695.0769868,1788760691.923628,True,8316.540241241455,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760691.6957374,7e8b912a7814-80,Edge computing reduces latency by processing data closer,15.833333333333332,nano,ok,1788760686.7604468,49.618,8135.731304931641
etri-dev0001-jetorn,1788760695.2743645,1788760692.1203113,True,8430.58466911316,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760691.6957374,7e8b912a7814-81,Edge computing reduces latency by processing data closer,15.916666666666668,nano,ok,1788760686.8437803,49.332,8258.199981063843
etri-dev0001-jetorn,1788760695.4697702,1788760692.3215148,True,8542.657613754272,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760692.21722,7e8b912a7814-82,Edge computing reduces latency by processing data closer,16.0,nano,ok,1788760686.9271135,49.635,8371.503311874389
etri-dev0001-jetorn,1788760695.6689942,1788760692.5539322,True,8658.548355102539,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760692.21722,7e8b912a7814-83,Edge computing reduces latency by processing data closer,16.083333333333332,nano,ok,1788760687.0104468,49.529,8487.407403060914
etri-dev0001-jetorn,1788760695.8666043,1788760692.7045934,True,8772.825002670288,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760692.21722,7e8b912a7814-84,Edge computing reduces latency by processing data closer,16.166666666666668,nano,ok,1788760687.0937803,49.515,8601.42814086914
etri-dev0001-jetorn,1788760696.0619967,1788760692.9269943,True,8884.883880615234,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760692.7730615,7e8b912a7814-85,Edge computing reduces latency by processing data closer,16.25,nano,ok,1788760687.1771135,49.553,8714.322790710448
etri-dev0001-jetorn,1788760696.2575512,1788760693.105011,True,8997.10464477539,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760692.7730615,7e8b912a7814-86,Edge computing reduces latency by processing data closer,16.333333333333332,nano,ok,1788760687.2604468,49.739,8828.156199447632
etri-dev0001-jetorn,1788760696.454447,1788760693.3060594,True,9110.666751861572,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760693.3052382,7e8b912a7814-87,Edge computing reduces latency by processing data closer,16.416666666666668,nano,ok,1788760687.3437803,49.676,8938.981081344606
