actual_input_tokens,actual_output_tokens,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens,input_tokens_requested,latency_ms,offered_rps,output_tokens_requested,partial_response,pattern,phase,planned_at,pure_network_ms,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,status,stop_type,target_output_tokens,tokens_cached,ttft_ms,zero_prefix_reuse_verified
512,256,False,i512-o256-c1,1788845196.779178,1,257.12799125563157,False,1788845195.7873387,0.11491775512695312,True,512,512,1031.296373999794,,256,True,wave,measure,1788845195.7477663,,i512-o256-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845195.7478812,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.752, 'prompt_per_token_ms': 0.0756875, 'prompt_per_second': 13212.221304706853, 'predicted_n': 256, 'predicted_ms': 991.724, 'predicted_per_token_ms': 3.8891137254901964, 'predicted_per_second': 257.12799125563157}",ok,limit,256,767,39.457192993722856,True
128,64,False,i128-o64-c4,1788845197.0466194,4,252.8769773574757,False,1788845196.7971644,0.10561943054199219,True,128,128,260.30034699942917,,64,True,wave,measure,1788845196.7862132,,i128-o64-c4-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845196.7863188,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 9.802, 'prompt_per_token_ms': 0.076578125, 'prompt_per_second': 13058.559477657622, 'predicted_n': 64, 'predicted_ms': 249.133, 'predicted_per_token_ms': 3.9544920634920637, 'predicted_per_second': 252.8769773574757}",ok,limit,64,191,10.845570999663323,True
128,64,False,i128-o64-c4,1788845197.3063514,4,252.13514443741843,False,1788845197.0562775,0.629425048828125,True,128,128,519.5084330043755,,64,True,wave,measure,1788845196.7862132,,i128-o64-c4-3,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845196.7868426,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 9.849, 'prompt_per_token_ms': 0.0769453125, 'prompt_per_second': 12996.243273428774, 'predicted_n': 64, 'predicted_ms': 249.866, 'predicted_per_token_ms': 3.9661269841269844, 'predicted_per_second': 252.13514443741843}",ok,limit,64,191,269.4346589996712,True
128,64,False,i128-o64-c4,1788845197.5639548,4,254.29372943954468,False,1788845197.3160152,0.4582405090332031,True,128,128,777.2835039941128,,64,True,wave,measure,1788845196.7862132,,i128-o64-c4-2,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845196.7866714,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 9.767, 'prompt_per_token_ms': 0.0763046875, 'prompt_per_second': 13105.35476604894, 'predicted_n': 64, 'predicted_ms': 247.745, 'predicted_per_token_ms': 3.9324603174603174, 'predicted_per_second': 254.29372943954468}",ok,limit,64,191,529.3441419926239,True
128,64,False,i128-o64-c4,1788845197.822205,4,253.6129785435369,False,1788845197.5736566,0.2911090850830078,True,128,128,1035.700968990568,,64,True,wave,measure,1788845196.7862132,,i128-o64-c4-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845196.7865043,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 9.751, 'prompt_per_token_ms': 0.0761796875, 'prompt_per_second': 13126.858783714491, 'predicted_n': 64, 'predicted_ms': 248.41, 'predicted_per_token_ms': 3.943015873015873, 'predicted_per_second': 253.6129785435369}",ok,limit,64,191,787.1524740039604,True
2048,256,False,i2048-o256-c1,1788845199.1851494,1,244.76373580490315,False,1788845198.1432095,0.28896331787109375,True,2048,2048,1262.0711079944158,,256,True,wave,measure,1788845197.9227881,,i2048-o256-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845197.923077,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 217.318, 'prompt_per_token_ms': 0.1061123046875, 'prompt_per_second': 9423.97776530246, 'predicted_n': 256, 'predicted_ms': 1041.821, 'predicted_per_token_ms': 4.0855725490196075, 'predicted_per_second': 244.76373580490315}",ok,limit,256,2303,220.13130299455952,True
512,128,False,rate-0.5,1788845199.7182221,8,257.331412465782,False,1788845199.2245698,0.11444091796875,True,512,512,532.7853679918917,0.9315767827166155,128,True,open-loop,measure,1788845199.1853223,,rate-0.5-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845199.1854367,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.478, 'prompt_per_token_ms': 0.07515234375, 'prompt_per_second': 13306.304901502157, 'predicted_n': 128, 'predicted_ms': 493.527, 'predicted_per_token_ms': 3.88603937007874, 'predicted_per_second': 257.331412465782}",ok,limit,128,639,39.133137004682794,True
512,128,False,rate-0.5,1788845200.8007655,8,256.3569457593111,False,1788845200.3053167,0.22673606872558594,True,512,512,541.766321999603,0.9315767827166155,128,True,open-loop,measure,1788845200.2587712,,rate-0.5-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845200.258998,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 43.836, 'prompt_per_token_ms': 0.0856171875, 'prompt_per_second': 11679.897800894243, 'predicted_n': 128, 'predicted_ms': 495.403, 'predicted_per_token_ms': 3.9008110236220475, 'predicted_per_second': 256.3569457593111}",ok,limit,128,639,46.31760700431187,True
512,128,False,rate-0.5,1788845201.8682656,8,256.2943469942929,False,1788845201.372733,0.1513957977294922,True,512,512,535.8943569881376,0.9315767827166155,128,True,open-loop,measure,1788845201.3322198,,rate-0.5-2,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845201.3323712,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 39.676, 'prompt_per_token_ms': 0.0774921875, 'prompt_per_second': 12904.526665994556, 'predicted_n': 128, 'predicted_ms': 495.524, 'predicted_per_token_ms': 3.9017637795275593, 'predicted_per_second': 256.2943469942929}",ok,limit,128,639,40.36179599643219,True
512,128,False,rate-0.5,1788845202.950347,8,255.54656782849807,False,1788845202.4533415,0.31304359436035156,True,512,512,544.3638400029158,0.9315767827166155,128,True,open-loop,measure,1788845202.4056687,,rate-0.5-3,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845202.4059818,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 45.348, 'prompt_per_token_ms': 0.0885703125, 'prompt_per_second': 11290.46484960748, 'predicted_n': 128, 'predicted_ms': 496.974, 'predicted_per_token_ms': 3.9131811023622047, 'predicted_per_second': 255.54656782849807}",ok,limit,128,639,47.35855900798924,True
512,128,False,rate-0.5,1788845204.0184083,8,256.8816988982405,False,1788845203.5238972,0.28395652770996094,True,512,512,539.0051629947266,0.9315767827166155,128,True,open-loop,measure,1788845203.4791176,,rate-0.5-4,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845203.4794016,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 42.251, 'prompt_per_token_ms': 0.082521484375, 'prompt_per_second': 12118.05637736385, 'predicted_n': 128, 'predicted_ms': 494.391, 'predicted_per_token_ms': 3.8928425196850394, 'predicted_per_second': 256.8816988982405}",ok,limit,128,639,44.49423999176361,True
512,128,False,rate-0.5,1788845205.0904524,8,255.533199195171,False,1788845204.5933824,0.15807151794433594,True,512,512,537.7276179933688,0.9315767827166155,128,True,open-loop,measure,1788845204.5525663,,rate-0.5-5,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845204.5527244,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 39.812, 'prompt_per_token_ms': 0.0777578125, 'prompt_per_second': 12860.444087209888, 'predicted_n': 128, 'predicted_ms': 497.0, 'predicted_per_token_ms': 3.9133858267716537, 'predicted_per_second': 255.533199195171}",ok,limit,128,639,40.65751700545661,True
512,128,False,rate-0.5,1788845206.1672354,8,255.82814794521653,False,1788845205.6706636,0.27298927307128906,True,512,512,540.9455789922504,0.9315767827166155,128,True,open-loop,measure,1788845205.6260152,,rate-0.5-6,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845205.6262882,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 42.221, 'prompt_per_token_ms': 0.082462890625, 'prompt_per_second': 12126.666824565975, 'predicted_n': 128, 'predicted_ms': 496.427, 'predicted_per_token_ms': 3.9088740157480317, 'predicted_per_second': 255.82814794521653}",ok,limit,128,639,44.37409600359388,True
512,128,False,rate-0.5,1788845207.2404792,8,256.23436365103703,False,1788845206.7448287,0.2429485321044922,True,512,512,540.7716799963964,0.9315767827166155,128,True,open-loop,measure,1788845206.699464,,rate-0.5-7,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845206.699707,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 43.806, 'prompt_per_token_ms': 0.08555859375, 'prompt_per_second': 11687.896635164134, 'predicted_n': 128, 'predicted_ms': 495.64, 'predicted_per_token_ms': 3.9026771653543304, 'predicted_per_second': 256.23436365103703}",ok,limit,128,639,45.12107899063267,True
512,128,False,rate-0.5,1788845208.3097687,8,255.83897052009846,False,1788845207.813299,0.12946128845214844,True,512,512,536.726282996824,0.9315767827166155,128,True,open-loop,measure,1788845207.772913,,rate-0.5-8,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845207.7730424,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 39.515, 'prompt_per_token_ms': 0.077177734375, 'prompt_per_second': 12957.104896874604, 'predicted_n': 128, 'predicted_ms': 496.406, 'predicted_per_token_ms': 3.908708661417323, 'predicted_per_second': 255.83897052009846}",ok,limit,128,639,40.256556996610016,True
512,128,False,rate-0.5,1788845209.3895378,8,256.58898283682356,False,1788845208.8946211,0.3476142883300781,True,512,512,542.8268309915438,0.9315767827166155,128,True,open-loop,measure,1788845208.8463616,,rate-0.5-9,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845208.8467093,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 45.29, 'prompt_per_token_ms': 0.08845703125, 'prompt_per_second': 11304.923824243762, 'predicted_n': 128, 'predicted_ms': 494.955, 'predicted_per_token_ms': 3.897283464566929, 'predicted_per_second': 256.58898283682356}",ok,limit,128,639,47.91032300272491,True
512,128,False,rate-1.2,1788845209.9267428,8,255.32308422244068,False,1788845209.4292598,0.12183189392089844,True,512,512,536.920171987731,2.235784278519877,128,True,open-loop,measure,1788845209.3897007,,rate-1.2-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845209.3898225,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.696, 'prompt_per_token_ms': 0.075578125, 'prompt_per_second': 13231.341740748398, 'predicted_n': 128, 'predicted_ms': 497.409, 'predicted_per_token_ms': 3.9166062992125985, 'predicted_per_second': 255.32308422244068}",ok,limit,128,639,39.43723799602594,True
512,128,False,rate-1.2,1788845210.463503,8,255.23995570481398,False,1788845209.9657614,0.2396106719970703,True,512,512,626.2921010056743,2.235784278519877,128,True,open-loop,measure,1788845209.836971,,rate-1.2-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845209.8372107,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.874, 'prompt_per_token_ms': 0.07592578125, 'prompt_per_second': 13170.756804033543, 'predicted_n': 128, 'predicted_ms': 497.571, 'predicted_per_token_ms': 3.91788188976378, 'predicted_per_second': 255.23995570481398}",ok,limit,128,639,128.55083800968714,True
512,128,False,rate-1.2,1788845211.0010827,8,254.7458959834395,False,1788845210.5025449,0.1068115234375,True,512,512,716.7341540043708,2.235784278519877,128,True,open-loop,measure,1788845210.2842414,,rate-1.2-2,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845210.2843482,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 39.066, 'prompt_per_token_ms': 0.07630078125, 'prompt_per_second': 13106.02570009727, 'predicted_n': 128, 'predicted_ms': 498.536, 'predicted_per_token_ms': 3.92548031496063, 'predicted_per_second': 254.7458959834395}",ok,limit,128,639,218.19649799726903,True
512,128,False,rate-1.2,1788845211.5344512,8,256.94978351474936,False,1788845211.0399725,0.09989738464355469,True,512,512,802.8392879932653,2.235784278519877,128,True,open-loop,measure,1788845210.7315116,,rate-1.2-3,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845210.7316115,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.81, 'prompt_per_token_ms': 0.07580078125, 'prompt_per_second': 13192.476165936614, 'predicted_n': 128, 'predicted_ms': 494.26, 'predicted_per_token_ms': 3.891811023622047, 'predicted_per_second': 256.94978351474936}",ok,limit,128,639,308.3610169996973,True
512,128,False,rate-1.2,1788845212.0662425,8,257.4383465566101,False,1788845211.5728116,0.1456737518310547,True,512,512,887.3147930135019,2.235784278519877,128,True,open-loop,measure,1788845211.178782,,rate-1.2-4,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845211.1789277,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.532, 'prompt_per_token_ms': 0.0752578125, 'prompt_per_second': 13287.65701235337, 'predicted_n': 128, 'predicted_ms': 493.322, 'predicted_per_token_ms': 3.8844251968503936, 'predicted_per_second': 257.4383465566101}",ok,limit,128,639,393.8837090099696,True
512,128,False,rate-1.2,1788845212.6003528,8,256.4874149501869,False,1788845212.1049962,0.1266002655029297,True,512,512,974.1732379916357,2.235784278519877,128,True,open-loop,measure,1788845211.6260524,,rate-1.2-5,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845211.626179,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.666, 'prompt_per_token_ms': 0.07551953125, 'prompt_per_second': 13241.60761392438, 'predicted_n': 128, 'predicted_ms': 495.151, 'predicted_per_token_ms': 3.8988267716535434, 'predicted_per_second': 256.4874149501869}",ok,limit,128,639,478.81680699356366,True
512,128,False,rate-1.2,1788845213.1339877,8,256.70204573338964,False,1788845212.638997,0.09274482727050781,True,512,512,1060.572257003514,2.235784278519877,128,True,open-loop,measure,1788845212.0733228,,rate-1.2-6,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845212.0734155,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.748, 'prompt_per_token_ms': 0.0756796875, 'prompt_per_second': 13213.58521730154, 'predicted_n': 128, 'predicted_ms': 494.737, 'predicted_per_token_ms': 3.8955669291338584, 'predicted_per_second': 256.70204573338964}",ok,limit,128,639,565.5816410144325,True
512,128,False,rate-1.2,1788845213.6683893,8,256.1067339938333,False,1788845213.172461,0.19097328186035156,True,512,512,1147.6050289929844,2.235784278519877,128,True,open-loop,measure,1788845212.5205932,,rate-1.2-7,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845212.5207841,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.604, 'prompt_per_token_ms': 0.0753984375, 'prompt_per_second': 13262.874313542638, 'predicted_n': 128, 'predicted_ms': 495.887, 'predicted_per_token_ms': 3.9046220472440947, 'predicted_per_second': 256.1067339938333}",ok,limit,128,639,651.6768019937444,True
512,128,False,rate-1.2,1788845214.2023594,8,256.494667132531,False,1788845213.7072444,0.10061264038085938,True,512,512,1234.3953540112125,2.235784278519877,128,True,open-loop,measure,1788845212.9678633,,rate-1.2-8,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845212.967964,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.73, 'prompt_per_token_ms': 0.07564453125, 'prompt_per_second': 13219.726310353732, 'predicted_n': 128, 'predicted_ms': 495.137, 'predicted_per_token_ms': 3.898716535433071, 'predicted_per_second': 256.494667132531}",ok,limit,128,639,739.2801180103561,True
